Rk	First Name	Last Name	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
1.0	Precious	Achiuwa	C-PF	24	TOT	31	0.0	16.5	2.8	6.1	0.458	0.5	1.7	0.269	2.4	4.5	0.529	0.495	0.8	1.4	0.568	2.0	3.2	5.2	1.5	0.6	0.5	1.1	1.6	6.9
2.0	Bam	Adebayo	C	26	MIA	27	27.0	34.4	8.0	15.7	0.513	0.0	0.3	0.143	8.0	15.4	0.519	0.514	6.0	7.6	0.782	2.2	8.1	10.4	4.0	1.1	1.0	2.5	2.4	22.1
3.0	Ochai	Agbaji	SG	23	UTA	39	10.0	20.3	2.4	5.3	0.444	1.1	3.1	0.339	1.3	2.2	0.593	0.543	0.3	0.4	0.733	0.8	1.7	2.5	1.0	0.6	0.5	0.7	1.5	6.1
4.0	Santi	Aldama	PF	23	MEM	29	5.0	23.2	3.9	9.0	0.438	1.6	4.6	0.341	2.4	4.4	0.539	0.525	1.0	1.6	0.609	1.3	4.2	5.5	1.7	0.7	0.7	1.1	1.6	10.4
5.0	Nickeil	Alexander-Walker	SG	25	MIN	37	12.0	22.4	2.4	5.7	0.417	1.4	3.8	0.362	1.0	1.9	0.529	0.538	0.4	0.6	0.696	0.5	1.3	1.8	2.4	0.9	0.6	0.9	1.9	6.6
6.0	Grayson	Allen	SG	28	PHO	33	33.0	33.3	4.5	9.1	0.495	2.5	5.5	0.462	2.0	3.6	0.546	0.635	1.6	1.8	0.9	0.8	3.4	4.2	2.8	0.9	0.6	1.4	2.2	13.2
7.0	Jarrett	Allen	C	25	CLE	32	32.0	30.3	6.0	9.1	0.666	0.0	0.0	0.0	6.0	9.0	0.668	0.666	2.7	3.6	0.748	3.5	6.5	10.0	3.0	0.9	1.0	1.7	2.6	14.8
8.0	Jose	Alvarado	PG	25	NOP	22	0.0	17.0	2.5	6.0	0.409	1.3	3.3	0.384	1.2	2.7	0.441	0.515	0.7	1.1	0.6	0.5	1.9	2.4	1.9	1.0	0.5	0.9	1.5	6.9
9.0	Kyle	Anderson	PF	30	MIN	37	2.0	23.1	2.6	5.6	0.469	0.1	0.7	0.12	2.5	4.9	0.516	0.476	1.4	2.1	0.697	0.7	3.0	3.7	3.9	0.8	0.7	1.5	1.5	6.8
10.0	Giannis	Antetokounmpo	PF	29	MIL	37	37.0	34.9	11.6	19.1	0.61	0.4	1.7	0.238	11.2	17.4	0.646	0.621	7.6	11.2	0.677	2.7	8.8	11.5	5.9	1.3	1.2	3.6	2.9	31.2
12.0	Cole	Anthony	PG	23	ORL	36	0.0	24.8	4.7	10.7	0.44	1.3	3.8	0.346	3.4	6.9	0.492	0.501	3.2	3.8	0.847	1.1	3.3	4.4	3.4	0.7	0.4	1.8	2.8	13.9
13.0	OG	Anunoby	SF	26	TOT	33	33.0	33.5	5.7	11.6	0.495	2.2	5.8	0.377	3.5	5.8	0.613	0.589	1.2	1.6	0.736	1.1	3.1	4.2	2.4	1.1	0.5	1.5	2.4	14.8
15.0	Deni	Avdija	SF	23	WAS	37	37.0	27.1	4.5	9.1	0.499	1.0	2.7	0.356	3.6	6.4	0.559	0.552	2.0	2.7	0.75	1.1	4.9	5.9	3.8	1.0	0.3	1.7	2.4	12.1
19.0	Marvin	Bagley	III	C	24	DET	25.0	10.0	18.6	4.1	7.0	0.589	0.0	0.2	0.167	4.1	6.8	0.604	0.591	1.9	2.3	0.825	1.8	2.8	4.6	1.0	0.2	0.6	1.2	1.5
20.0	Amari	Bailey	PG	19	CHO	2	0.0	5.5	1.0	3.0	0.333	0.0	1.0	0.0	1.0	2.0	0.5	0.333	0.5	1.0	0.5	1.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	2.5
21.0	Patrick	Baldwin	Jr.	SF	21	WAS	9.0	0.0	5.8	0.6	1.8	0.313	0.3	0.8	0.429	0.2	1.0	0.222	0.406	0.4	0.4	1.0	0.2	1.0	1.2	0.3	0.0	0.1	0.1	0.6
22.0	LaMelo	Ball	PG	22	CHO	15	15.0	33.4	8.8	19.9	0.443	3.5	8.9	0.388	5.3	10.9	0.488	0.53	3.6	4.2	0.857	1.5	3.9	5.5	8.2	1.4	0.3	3.9	3.5	24.7
23.0	Mo	Bamba	C	25	PHI	23	0.0	8.4	1.5	2.8	0.538	0.3	0.7	0.5	1.2	2.1	0.551	0.6	0.6	0.8	0.684	1.3	1.7	3.0	0.6	0.4	0.7	0.6	1.2	4.0
24.0	Paolo	Banchero	PF	21	ORL	37	37.0	35.0	8.1	17.7	0.458	1.5	4.0	0.381	6.6	13.7	0.48	0.501	5.2	7.4	0.703	1.2	5.9	7.1	4.8	1.1	0.6	3.3	2.2	22.9
25.0	Desmond	Bane	SG	25	MEM	36	36.0	34.9	9.1	19.0	0.477	3.3	8.7	0.382	5.8	10.3	0.558	0.565	3.2	3.7	0.865	0.9	3.7	4.7	5.4	1.0	0.6	2.8	2.9	24.7
26.0	Dalano	Banton	PG	24	BOS	19	1.0	7.4	0.9	2.1	0.45	0.1	0.6	0.182	0.8	1.5	0.552	0.475	0.7	0.8	0.813	0.6	1.1	1.6	0.6	0.2	0.2	0.5	1.0	2.7
27.0	Dominick	Barlow	PF	20	SAS	14	0.0	10.5	1.4	3.1	0.465	0.1	0.3	0.25	1.4	2.8	0.487	0.477	0.4	0.6	0.667	0.9	1.8	2.6	0.9	0.4	0.4	0.2	1.4	3.4
28.0	Harrison	Barnes	PF	31	SAC	37	37.0	29.3	3.7	7.7	0.477	1.8	4.3	0.413	1.9	3.4	0.56	0.593	1.8	2.3	0.798	0.9	2.0	2.9	1.3	0.7	0.2	0.7	1.3	10.9
29.0	Scottie	Barnes	SG	22	TOR	38	38.0	35.1	7.7	16.0	0.481	2.2	5.7	0.38	5.5	10.3	0.537	0.549	2.9	3.8	0.766	2.3	6.2	8.6	5.7	1.4	1.4	2.4	2.1	20.4
30.0	RJ	Barrett	SG	23	TOT	32	32.0	30.1	6.6	14.7	0.452	1.8	4.9	0.367	4.8	9.7	0.495	0.514	3.8	4.7	0.82	0.8	4.0	4.8	2.6	0.5	0.3	1.9	2.1	18.9
31.0	Charles	Bassey	C	23	SAS	19	0.0	10.8	1.5	2.1	0.725	0.0	0.1	0.0	1.5	2.1	0.744	0.725	0.3	0.3	0.833	1.2	2.8	4.0	1.1	0.4	0.9	0.8	1.6	3.3
32.0	Emoni	Bates	SF	20	CLE	10	0.0	7.6	0.6	2.5	0.24	0.5	2.0	0.25	0.1	0.5	0.2	0.34	0.1	0.2	0.5	0.1	0.9	1.0	0.6	0.1	0.2	0.1	0.5	1.8
33.0	Keita	Bates-Diop	SF	28	PHO	28	8.0	16.6	1.6	4.3	0.383	0.5	1.8	0.275	1.1	2.5	0.464	0.442	0.9	1.2	0.735	0.8	2.0	2.8	0.9	0.6	0.5	0.2	1.0	4.7
34.0	Nicolas	Batum	PF	35	TOT	25	18.0	24.2	1.9	3.8	0.5	1.2	2.9	0.431	0.7	1.0	0.708	0.661	0.4	0.6	0.643	1.0	2.7	3.6	2.2	0.6	0.8	0.6	1.9	5.4
35.0	Bradley	Beal	SG	30	PHO	14	14.0	30.9	6.9	13.7	0.5	1.5	3.8	0.396	5.4	9.9	0.54	0.555	2.6	3.4	0.787	0.8	3.2	4.0	3.8	0.7	0.4	2.3	2.5	17.9
36.0	Malik	Beasley	SG	27	MIL	36	36.0	29.0	4.2	8.6	0.492	3.0	6.2	0.478	1.3	2.4	0.529	0.665	0.2	0.3	0.667	0.6	3.4	4.1	1.3	0.7	0.1	0.6	1.9	11.6
37.0	MarJon	Beauchamp	SF	23	MIL	33	1.0	15.5	1.9	4.0	0.485	0.8	1.9	0.403	1.2	2.1	0.557	0.58	0.4	0.6	0.6	0.6	1.9	2.5	0.8	0.3	0.2	0.7	1.4	5.0
39.0	Dāvis	Bertāns	PF	31	OKC	12	0.0	6.9	0.8	2.0	0.375	0.8	1.8	0.409	0.0	0.2	0.0	0.563	1.2	1.3	0.933	0.2	0.7	0.8	0.7	0.2	0.2	0.1	0.8	3.4
40.0	Patrick	Beverley	PG	35	PHI	35	1.0	17.5	1.8	4.1	0.441	0.7	2.1	0.319	1.2	2.1	0.562	0.521	0.9	1.1	0.775	0.7	2.1	2.8	2.3	0.5	0.3	0.7	1.7	5.2
41.0	Saddiq	Bey	SF	24	ATL	36	24.0	32.6	4.6	10.5	0.438	1.8	5.5	0.335	2.8	5.0	0.55	0.525	1.9	2.4	0.8	2.4	4.3	6.7	1.4	1.0	0.2	1.1	1.6	12.9
42.0	Goga	Bitadze	C	24	ORL	33	26.0	20.9	2.9	4.8	0.614	0.1	0.2	0.286	2.9	4.6	0.629	0.62	1.4	1.9	0.703	2.5	3.8	6.3	1.7	0.7	1.7	0.8	2.4	7.3
45.0	Anthony	Black	PG	20	ORL	35	28.0	20.0	1.9	4.0	0.489	0.5	1.5	0.353	1.4	2.5	0.568	0.554	0.6	1.0	0.629	0.6	1.9	2.5	1.8	0.7	0.4	1.1	2.1	5.0
47.0	Bogdan	Bogdanović	SG	31	ATL	34	2.0	28.3	6.3	14.6	0.432	3.3	8.9	0.369	3.0	5.7	0.531	0.544	1.7	1.9	0.894	0.5	2.7	3.2	2.7	1.4	0.2	1.0	2.5	17.6
48.0	Bojan	Bogdanović	PF	34	DET	19	18.0	33.7	7.2	15.3	0.467	3.0	7.4	0.407	4.2	7.9	0.523	0.565	2.5	3.3	0.746	0.7	3.1	3.7	2.7	1.1	0.1	2.4	2.2	19.8
49.0	Bol	Bol	PF	24	PHO	12	0.0	7.2	1.4	1.9	0.739	0.3	0.4	0.6	1.2	1.5	0.778	0.804	0.3	0.4	0.8	0.8	1.5	2.3	0.5	0.3	0.5	0.5	0.8	3.4
51.0	Devin	Booker	PG	27	PHO	29	29.0	35.8	9.0	18.8	0.48	2.1	5.5	0.377	7.0	13.3	0.522	0.535	6.2	7.0	0.886	0.8	4.1	4.8	7.7	0.9	0.4	3.0	3.3	26.3
52.0	Brandon	Boston	Jr.	SF	22	LAC	7.0	0.0	7.9	1.9	4.1	0.448	0.6	1.9	0.308	1.3	2.3	0.563	0.517	0.9	0.9	1.0	0.4	0.7	1.1	0.6	0.1	0.0	0.4	1.1
53.0	Chris	Boucher	PF	31	TOR	35	0.0	14.2	2.2	4.5	0.487	0.7	1.9	0.358	1.5	2.5	0.584	0.564	1.3	1.8	0.742	1.1	2.9	4.0	0.4	0.4	0.5	0.5	1.5	6.3
56.0	Malaki	Branham	PG	20	SAS	35	21.0	22.1	3.5	8.3	0.429	1.0	3.2	0.31	2.5	5.0	0.506	0.49	0.6	0.7	0.913	0.3	1.8	2.1	2.5	0.4	0.1	1.3	1.4	8.7
57.0	Christian	Braun	SG	22	DEN	39	0.0	19.7	3.0	6.4	0.466	0.7	1.9	0.384	2.3	4.5	0.5	0.522	1.3	1.8	0.732	0.7	2.8	3.5	1.7	0.4	0.4	0.7	1.6	8.0
58.0	Mikal	Bridges	SF	27	BRK	38	38.0	34.5	7.4	16.5	0.45	2.0	5.8	0.35	5.4	10.7	0.505	0.512	4.4	5.2	0.844	0.9	4.3	5.3	3.6	0.8	0.4	2.4	1.6	21.3
59.0	Miles	Bridges	SF	25	CHO	24	22.0	36.8	7.9	17.0	0.464	2.3	6.4	0.351	5.6	10.5	0.534	0.531	2.7	3.2	0.844	0.9	6.2	7.0	3.2	1.2	0.5	2.0	2.1	20.7
60.0	Oshae	Brissett	SF	25	BOS	22	0.0	12.1	1.3	2.9	0.438	0.4	1.3	0.286	0.9	1.6	0.556	0.5	1.0	1.5	0.656	1.2	1.9	3.0	0.5	0.5	0.0	0.2	1.1	3.9
61.0	Malcolm	Brogdon	PG	31	POR	29	16.0	26.8	5.4	12.4	0.435	2.1	5.2	0.413	3.2	7.2	0.45	0.521	2.0	2.6	0.776	0.7	2.7	3.4	5.2	0.7	0.1	1.4	1.2	14.9
62.0	Armoni	Brooks	PG	25	BRK	10	0.0	10.4	1.5	4.6	0.326	1.1	3.2	0.344	0.4	1.4	0.286	0.446	0.1	0.2	0.5	0.7	1.1	1.8	0.5	0.1	0.1	0.3	0.3	4.2
63.0	Dillon	Brooks	SF	28	HOU	28	28.0	30.9	5.0	10.6	0.476	1.9	4.6	0.408	3.1	5.9	0.53	0.566	1.6	1.9	0.833	0.7	2.8	3.5	1.7	0.9	0.0	1.8	3.8	13.6
64.0	Bruce	Brown	SG	27	IND	31	31.0	29.9	4.4	9.3	0.471	1.0	3.1	0.313	3.4	6.2	0.549	0.522	2.1	2.5	0.835	0.6	4.0	4.6	2.9	1.0	0.3	1.2	2.5	11.9
65.0	Charlie	Brown	Jr.	SG	26	NYK	3.0	0.0	1.7	0.3	1.3	0.25	0.3	1.0	0.333	0.0	0.3	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	1.0
66.0	Greg	Brown	III	PF	22	DAL	6.0	0.0	6.7	0.8	1.8	0.455	0.2	0.5	0.333	0.7	1.3	0.5	0.5	0.7	1.5	0.444	0.5	1.0	1.5	0.7	0.0	0.7	0.7	0.8
67.0	Jaylen	Brown	SF	27	BOS	36	36.0	33.7	8.9	18.1	0.491	2.1	6.0	0.358	6.8	12.1	0.556	0.55	3.2	4.3	0.744	0.9	4.2	5.2	3.5	1.0	0.6	2.6	2.6	23.1
69.0	Kobe	Brown	PF	24	LAC	24	0.0	10.3	0.9	2.3	0.4	0.5	1.5	0.306	0.5	0.8	0.579	0.5	0.0	0.1	0.5	0.3	1.2	1.5	0.6	0.3	0.1	0.2	1.5	2.3
71.0	Troy	Brown	Jr.	SF	24	MIN	32.0	3.0	12.0	1.5	3.4	0.444	0.9	2.4	0.368	0.6	1.0	0.625	0.574	0.6	0.7	0.864	0.4	1.7	2.1	0.9	0.3	0.1	0.5	0.7
72.0	Jalen	Brunson	PG	27	NYK	38	38.0	35.7	9.1	19.3	0.469	2.8	6.6	0.424	6.3	12.7	0.492	0.541	4.9	5.8	0.833	0.6	3.2	3.8	6.4	1.0	0.2	2.3	2.1	25.8
73.0	Thomas	Bryant	C	26	MIA	20	3.0	11.4	2.0	3.6	0.556	0.0	0.2	0.0	2.0	3.5	0.58	0.556	0.9	1.0	0.85	1.1	2.5	3.6	0.6	0.3	0.3	0.8	1.2	4.9
74.0	Kobe	Bufkin	SG	20	ATL	2	0.0	2.0	0.0	1.5	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.5	1.0	0.5	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.5
75.0	Reggie	Bullock	SF	32	HOU	15	0.0	8.6	0.8	2.1	0.387	0.5	1.5	0.364	0.3	0.6	0.444	0.516	0.1	0.1	1.0	0.1	1.0	1.1	0.5	0.1	0.1	0.2	0.5	2.2
76.0	Alec	Burks	SG	32	DET	31	0.0	19.2	3.3	8.8	0.376	1.9	5.2	0.37	1.4	3.6	0.384	0.485	2.6	3.0	0.882	0.5	1.9	2.3	1.4	0.4	0.2	0.7	1.4	11.2
77.0	Jared	Butler	SG	23	WAS	17	0.0	7.5	1.6	2.9	0.56	0.6	1.4	0.417	1.1	1.5	0.692	0.66	0.7	0.9	0.8	0.0	0.6	0.6	1.8	0.5	0.1	0.6	0.8	4.6
78.0	Jimmy	Butler	PF	34	MIA	24	24.0	33.6	6.5	14.0	0.464	0.8	2.2	0.377	5.7	11.8	0.481	0.494	7.1	8.0	0.881	1.9	3.2	5.0	4.5	1.0	0.4	1.8	1.2	20.9
79.0	Jamal	Cain	PF	24	MIA	14	1.0	14.9	2.1	4.7	0.439	0.6	1.8	0.32	1.5	2.9	0.512	0.5	1.0	1.4	0.737	0.9	1.2	2.1	0.2	0.6	0.3	0.3	1.1	5.7
80.0	Kentavious	Caldwell-Pope	SG	30	DEN	37	37.0	32.1	3.6	7.8	0.46	1.5	3.6	0.403	2.1	4.1	0.51	0.554	1.5	1.7	0.903	0.5	1.7	2.2	2.6	1.5	0.6	1.1	1.9	10.1
81.0	Toumani	Camara	PF	23	POR	36	27.0	25.2	2.6	6.5	0.403	0.9	3.0	0.29	1.8	3.5	0.5	0.47	0.9	1.4	0.667	2.0	3.0	5.0	1.0	1.1	0.6	1.2	2.8	7.0
83.0	Jevon	Carter	PG	28	CHI	38	0.0	14.4	2.0	5.5	0.359	1.2	3.5	0.336	0.8	2.0	0.4	0.467	0.1	0.1	0.6	0.1	0.6	0.7	1.2	0.6	0.3	0.5	1.2	5.2
84.0	Wendell	Carter	Jr.	C	24	ORL	13.0	10.0	24.4	2.8	6.7	0.425	1.0	2.5	0.406	1.8	4.2	0.436	0.5	1.4	2.0	0.692	1.5	4.8	6.4	1.8	0.3	0.5	1.2	2.2
85.0	Alex	Caruso	SG	29	CHI	32	20.0	24.9	3.5	7.1	0.493	1.6	4.0	0.409	1.9	3.1	0.6	0.608	1.3	1.7	0.759	1.1	2.4	3.5	2.5	1.3	0.8	1.3	2.4	9.9
88.0	Julian	Champagnie	SF	22	SAS	29	14.0	14.7	1.7	4.3	0.392	1.2	3.2	0.383	0.4	1.1	0.419	0.536	0.7	0.9	0.84	0.3	1.6	1.9	0.9	0.6	0.6	0.7	1.1	5.3
89.0	Max	Christie	SG	20	LAL	29	6.0	17.9	2.0	4.8	0.41	0.7	2.3	0.313	1.2	2.5	0.5	0.486	0.7	0.9	0.769	0.3	2.8	3.1	1.1	0.4	0.3	0.8	1.3	5.3
90.0	Sidy	Cissoko	SF	19	SAS	5	0.0	6.4	0.2	1.2	0.167	0.0	0.8	0.0	0.2	0.4	0.5	0.167	0.8	0.8	1.0	0.0	1.2	1.2	0.0	0.6	0.0	0.2	0.4	1.2
91.0	Jordan	Clarkson	SG	31	UTA	29	19.0	30.0	6.3	15.1	0.418	1.7	5.6	0.302	4.6	9.5	0.486	0.474	3.4	3.9	0.875	1.1	2.6	3.7	5.3	0.7	0.1	3.1	1.4	17.7
92.0	Nic	Claxton	C	24	BRK	28	28.0	28.3	5.3	8.2	0.642	0.0	0.0	1.0	5.2	8.1	0.64	0.644	1.7	2.8	0.595	3.2	6.7	9.9	1.8	0.5	2.3	1.2	2.5	12.2
93.0	Noah	Clowney	PF	19	BRK	2	0.0	13.5	3.0	4.5	0.667	0.0	0.5	0.0	3.0	4.0	0.75	0.667	1.0	1.0	1.0	1.5	1.0	2.5	1.0	0.0	0.0	0.5	1.5	7.0
94.0	Amir	Coffey	SF	26	LAC	25	6.0	15.2	1.5	3.0	0.5	0.5	1.6	0.325	1.0	1.4	0.694	0.586	0.5	0.6	0.867	0.4	1.2	1.6	0.7	0.2	0.0	0.4	1.1	4.1
95.0	John	Collins	PF	26	UTA	35	33.0	28.3	5.4	10.9	0.496	1.4	3.7	0.377	4.0	7.2	0.558	0.56	1.8	2.4	0.759	2.0	5.6	7.6	0.9	0.6	0.8	1.5	2.6	14.0
96.0	Zach	Collins	C	26	SAS	31	23.0	26.1	4.9	10.0	0.495	1.1	3.5	0.312	3.8	6.5	0.595	0.55	2.0	2.5	0.792	1.9	4.1	6.0	3.3	0.6	0.8	2.3	3.4	12.9
97.0	Mike	Conley	PG	36	MIN	36	36.0	29.3	3.8	8.2	0.458	2.4	5.2	0.455	1.4	3.0	0.463	0.602	1.3	1.4	0.941	0.3	2.4	2.7	6.3	1.0	0.1	1.1	1.7	11.2
98.0	Pat	Connaughton	SF	31	MIL	32	0.0	21.9	1.9	4.5	0.428	1.2	3.3	0.356	0.8	1.3	0.61	0.555	0.4	0.5	0.706	0.8	2.7	3.5	1.8	0.4	0.2	0.6	1.2	5.4
99.0	Bilal	Coulibaly	SF	19	WAS	36	1.0	26.5	3.1	6.4	0.478	1.1	2.7	0.392	2.0	3.7	0.541	0.561	1.1	1.8	0.641	0.8	3.4	4.3	1.8	0.9	0.8	1.4	2.1	8.3
101.0	Robert	Covington	SF-PF	33	TOT	29	6.0	16.8	1.5	3.4	0.439	0.7	1.9	0.339	0.8	1.4	0.571	0.536	0.8	0.9	0.846	1.1	2.3	3.3	0.8	1.3	0.6	0.4	1.9	4.4
102.0	Torrey	Craig	SF	33	CHI	27	7.0	21.2	2.2	5.1	0.424	1.1	2.8	0.382	1.1	2.3	0.476	0.529	0.7	0.9	0.783	1.9	3.0	4.8	1.0	0.6	0.4	0.6	2.5	6.1
103.0	Jae	Crowder	PF	33	MIL	9	2.0	26.7	2.8	5.2	0.532	1.8	3.4	0.516	1.0	1.8	0.563	0.702	0.8	1.3	0.583	0.4	3.4	3.9	1.7	0.8	0.3	0.4	1.6	8.1
104.0	Cade	Cunningham	PG	22	DET	36	36.0	34.5	8.5	19.0	0.449	1.9	5.6	0.335	6.7	13.4	0.496	0.498	3.9	4.5	0.87	0.4	3.6	4.1	7.3	1.0	0.3	3.8	2.8	22.8
105.0	Seth	Curry	SG	33	DAL	30	3.0	13.3	1.6	4.2	0.376	0.9	2.3	0.386	0.7	1.8	0.364	0.484	0.5	0.5	0.875	0.4	1.1	1.6	0.9	0.5	0.1	0.5	0.9	4.5
106.0	Stephen	Curry	PG	35	GSW	35	35.0	33.2	8.4	18.8	0.447	4.5	11.3	0.398	3.9	7.5	0.521	0.567	5.4	5.9	0.922	0.5	3.7	4.2	4.7	0.8	0.4	3.1	1.8	26.7
