Rk	First Name	Last Name	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
417.0	Dereon	Seabron	SG	23	NOP	5	0.0	10.4	0.8	2.6	0.308	0.2	0.4	0.5	0.6	2.2	0.273	0.346	1.0	1.2	0.833	0.2	1.2	1.4	0.8	0.4	0.2	0.0	0.8	2.8
418.0	Alperen	Şengün	C	21	HOU	36	36.0	32.3	8.5	15.8	0.54	0.6	2.1	0.286	7.9	13.6	0.58	0.559	3.9	5.5	0.721	2.6	6.4	9.0	5.0	1.2	0.7	2.5	3.4	21.6
420.0	Collin	Sexton	SG	25	UTA	39	16.0	23.5	5.5	11.5	0.479	1.3	3.8	0.347	4.2	7.7	0.543	0.536	3.8	4.3	0.888	0.8	1.8	2.6	3.8	0.7	0.2	1.8	2.0	16.2
421.0	Landry	Shamet	SG	26	WAS	22	0.0	16.0	2.8	6.2	0.453	1.3	3.5	0.372	1.5	2.7	0.559	0.558	0.7	1.0	0.652	0.1	1.2	1.3	1.4	0.6	0.3	0.7	1.7	7.6
422.0	Day'Ron	Sharpe	C	22	BRK	37	1.0	16.0	3.0	5.2	0.575	0.0	0.2	0.143	3.0	5.0	0.591	0.578	1.5	2.4	0.614	2.8	4.2	7.0	1.4	0.5	0.9	1.0	2.3	7.5
423.0	Shaedon	Sharpe	SG	20	POR	32	25.0	33.1	5.5	13.6	0.406	1.9	5.6	0.333	3.6	7.9	0.457	0.475	3.1	3.7	0.824	1.3	3.7	5.0	2.9	0.9	0.4	2.3	2.8	15.9
424.0	Ben	Sheppard	SG	22	IND	16	0.0	6.6	1.0	2.4	0.421	0.5	1.6	0.32	0.5	0.8	0.615	0.526	0.3	0.4	0.667	0.1	0.5	0.6	0.6	0.3	0.0	0.1	0.7	2.8
425.0	Pascal	Siakam	PF	29	TOR	37	37.0	34.8	8.4	16.1	0.525	1.1	3.6	0.308	7.3	12.5	0.588	0.56	4.2	5.6	0.754	1.4	5.0	6.4	5.0	0.8	0.3	2.2	2.3	22.2
427.0	Anfernee	Simons	SG	24	POR	16	16.0	32.4	8.2	19.0	0.431	3.4	8.8	0.39	4.8	10.2	0.466	0.521	4.1	4.6	0.904	0.6	2.9	3.4	5.1	0.6	0.1	2.4	1.9	23.9
432.0	Marcus	Smart	PG	29	MEM	20	20.0	30.3	5.1	11.9	0.43	2.1	6.7	0.313	3.0	5.2	0.583	0.519	2.2	2.8	0.768	0.3	2.4	2.7	4.3	2.1	0.3	3.1	2.7	14.5
433.0	Dennis	Smith	Jr.	PG	26	BRK	23.0	1.0	19.6	2.8	6.7	0.419	0.5	1.9	0.273	2.3	4.8	0.477	0.458	1.0	1.3	0.828	0.9	2.4	3.3	4.2	1.0	0.2	1.0	2.5
434.0	Dru	Smith	SG	26	MIA	9	0.0	14.6	1.7	3.7	0.455	0.8	1.9	0.412	0.9	1.8	0.5	0.561	0.2	0.2	1.0	0.7	0.9	1.6	1.6	1.0	0.3	0.6	1.3	4.3
435.0	Ish	Smith	PG	35	CHO	29	2.0	16.8	1.8	3.8	0.477	0.1	0.2	0.333	1.8	3.6	0.486	0.486	0.1	0.1	1.0	0.3	1.3	1.7	3.1	0.3	0.1	1.3	1.1	3.8
436.0	Jabari	Smith	Jr.	PF	20	HOU	35.0	35.0	31.3	4.9	10.3	0.474	1.8	4.6	0.388	3.1	5.7	0.542	0.56	1.9	2.3	0.825	1.9	6.9	8.8	1.5	0.5	0.8	1.3	3.1
437.0	Jalen	Smith	C	23	IND	24	8.0	17.2	3.9	6.1	0.637	1.1	2.3	0.482	2.8	3.8	0.733	0.729	1.4	1.9	0.717	1.4	4.0	5.4	1.0	0.3	0.5	0.9	2.3	10.3
438.0	Nick	Smith	Jr.	SG	19	CHO	20.0	0.0	14.3	2.7	6.2	0.439	1.5	3.2	0.476	1.2	3.0	0.4	0.561	0.2	0.2	0.75	0.5	0.9	1.4	0.9	0.2	0.4	0.8	1.2
439.0	Jeremy	Sochan	PF	20	SAS	36	35.0	29.1	4.3	9.8	0.433	0.9	2.6	0.37	3.3	7.3	0.456	0.482	1.5	1.9	0.771	1.5	4.0	5.5	3.9	0.6	0.3	2.0	2.4	10.9
440.0	Jaden	Springer	SG	21	PHI	23	0.0	10.2	1.1	3.2	0.351	0.2	1.1	0.2	0.9	2.1	0.429	0.385	0.6	0.8	0.722	0.8	0.6	1.4	1.0	0.6	0.4	0.8	1.4	3.0
441.0	Lamar	Stevens	PF	26	BOS	14	1.0	6.5	1.1	2.3	0.469	0.1	0.5	0.286	0.9	1.8	0.52	0.5	0.4	0.6	0.75	0.6	1.1	1.6	0.4	0.4	0.4	0.4	0.9	2.7
442.0	Isaiah	Stewart	PF	22	DET	28	28.0	30.7	3.9	8.2	0.472	1.4	3.5	0.398	2.5	4.7	0.527	0.557	1.3	1.7	0.745	1.9	5.2	7.0	1.7	0.3	0.6	1.5	2.6	10.4
443.0	Julian	Strawther	SF	21	DEN	33	0.0	13.9	2.2	5.6	0.384	1.1	3.5	0.322	1.0	2.1	0.486	0.484	0.5	0.7	0.696	0.1	1.4	1.5	1.1	0.5	0.2	0.5	1.4	5.9
444.0	Max	Strus	SF	27	CLE	37	37.0	33.8	4.8	11.9	0.401	2.8	8.0	0.345	2.0	3.9	0.517	0.517	1.1	1.3	0.796	0.7	4.2	4.9	3.8	0.9	0.5	1.7	2.8	13.4
445.0	Jalen	Suggs	SG	22	ORL	33	33.0	27.3	4.8	10.5	0.464	2.2	5.3	0.403	2.7	5.1	0.527	0.567	1.8	2.4	0.769	0.7	2.8	3.4	2.5	1.5	0.7	2.1	2.9	13.7
447.0	Jae'Sean	Tate	SF	28	HOU	34	8.0	19.4	2.0	4.1	0.489	0.5	1.6	0.321	1.5	2.5	0.6	0.553	0.6	0.8	0.714	1.1	2.6	3.6	1.1	0.8	0.2	0.4	2.6	5.2
448.0	Jayson	Tatum	PF	25	BOS	35	35.0	36.0	9.2	19.3	0.479	3.2	8.5	0.372	6.1	10.8	0.562	0.561	5.7	7.1	0.814	0.9	7.4	8.3	4.4	1.0	0.5	2.8	2.1	27.4
449.0	Terry	Taylor	PF	24	CHI	14	0.0	7.1	0.9	1.4	0.6	0.0	0.3	0.0	0.9	1.1	0.75	0.6	0.1	0.1	1.0	0.8	0.4	1.2	0.2	0.2	0.1	0.4	0.7	1.8
450.0	Garrett	Temple	SG	37	TOR	8	0.0	3.9	0.8	1.0	0.75	0.3	0.3	1.0	0.5	0.8	0.667	0.875	0.3	0.3	1.0	0.0	0.5	0.5	0.5	0.1	0.0	0.1	0.3	2.0
451.0	Dalen	Terry	SG	21	CHI	23	1.0	10.3	0.8	2.0	0.413	0.3	1.1	0.231	0.6	0.9	0.65	0.478	0.5	0.6	0.786	0.3	1.4	1.7	1.3	0.2	0.3	0.5	1.2	2.4
452.0	Daniel	Theis	C	31	TOT	27	0.0	16.3	2.6	5.1	0.511	0.4	0.9	0.417	2.2	4.2	0.531	0.547	0.9	1.2	0.758	1.5	1.9	3.4	0.8	0.4	0.8	0.7	2.3	6.5
453.0	Cam	Thomas	SG	22	BRK	29	20.0	28.7	7.6	17.5	0.431	1.9	5.4	0.353	5.7	12.1	0.466	0.485	3.5	4.4	0.797	0.3	2.3	2.6	2.1	0.6	0.3	1.6	1.9	20.5
454.0	Amen	Thompson	SF	21	HOU	17	0.0	15.5	2.1	4.8	0.427	0.2	1.5	0.154	1.8	3.3	0.554	0.451	1.1	1.8	0.613	0.6	2.8	3.4	1.9	0.8	0.2	1.2	1.9	5.5
455.0	Ausar	Thompson	SF	21	DET	38	24.0	23.8	3.3	7.5	0.444	0.2	1.7	0.138	3.1	5.8	0.534	0.46	1.3	1.9	0.676	2.1	4.6	6.7	2.1	0.9	1.0	1.4	3.1	8.2
456.0	Klay	Thompson	SF	33	GSW	36	36.0	30.1	6.0	13.9	0.428	3.2	8.4	0.385	2.8	5.6	0.493	0.544	1.9	2.1	0.907	0.5	3.1	3.6	2.2	0.5	0.5	1.7	1.9	17.1
458.0	JT	Thor	PF	21	CHO	29	1.0	15.0	1.3	3.6	0.365	0.5	1.6	0.298	0.8	2.0	0.421	0.433	0.1	0.2	0.429	0.9	1.7	2.7	0.4	0.2	0.4	0.2	1.1	3.2
459.0	Matisse	Thybulle	SF	26	POR	36	13.0	23.0	2.0	4.8	0.419	1.4	3.8	0.37	0.6	0.9	0.618	0.567	0.3	0.4	0.786	0.4	1.6	2.1	1.1	1.6	0.9	0.6	1.2	5.7
460.0	Xavier	Tillman	Sr.	C	25	MEM	25.0	8.0	18.7	2.3	5.8	0.393	0.4	1.6	0.244	1.9	4.2	0.452	0.428	0.4	1.0	0.385	1.7	2.9	4.6	1.4	1.0	0.9	0.8	1.6
462.0	Obi	Toppin	PF	25	IND	37	28.0	23.9	4.5	7.8	0.579	1.4	3.5	0.408	3.1	4.3	0.719	0.671	1.1	1.5	0.764	1.1	2.9	3.9	1.5	0.5	0.5	0.8	2.2	11.6
464.0	Karl-Anthony	Towns	PF	28	MIN	36	36.0	33.0	7.8	15.4	0.505	1.9	4.8	0.407	5.9	10.7	0.549	0.568	4.2	4.7	0.899	1.6	7.4	9.0	3.1	0.8	0.6	2.9	3.4	21.8
465.0	Gary	Trent	Jr.	SG	25	TOR	34.0	5.0	25.8	4.2	10.2	0.411	2.2	5.6	0.397	2.0	4.7	0.428	0.519	0.8	1.3	0.651	0.3	2.0	2.3	1.6	0.8	0.1	0.6	1.1
467.0	P.J.	Tucker	PF	38	TOT	15	3.0	15.9	0.4	1.3	0.316	0.3	1.1	0.313	0.1	0.2	0.333	0.447	0.2	0.2	1.0	1.1	1.8	2.9	0.5	0.6	0.2	0.3	2.3	1.3
468.0	Myles	Turner	C	27	IND	36	36.0	27.8	6.3	11.9	0.53	1.4	4.0	0.345	4.9	7.9	0.625	0.589	3.6	4.4	0.811	1.9	5.6	7.4	1.3	0.5	2.0	1.4	3.1	17.6
470.0	Stanley	Umude	SG	24	DET	15	0.0	10.3	1.3	2.9	0.455	0.9	1.8	0.519	0.4	1.1	0.353	0.614	1.4	1.5	0.913	0.2	1.7	1.9	0.5	0.3	0.3	0.7	1.6	5.0
471.0	Jonas	Valančiūnas	C	31	NOP	38	38.0	26.8	5.7	9.8	0.575	0.7	1.9	0.38	4.9	8.0	0.62	0.611	2.2	2.7	0.798	2.4	7.3	9.7	2.3	0.6	1.2	1.5	3.2	14.2
472.0	Jarred	Vanderbilt	PF	24	LAL	18	5.0	18.4	1.2	3.2	0.368	0.1	1.0	0.111	1.1	2.2	0.487	0.386	0.3	0.6	0.5	1.3	3.1	4.4	1.0	0.7	0.2	0.6	1.5	2.7
473.0	Fred	VanVleet	PG	29	HOU	35	35.0	37.4	5.7	14.2	0.404	3.1	8.0	0.394	2.6	6.2	0.417	0.515	2.9	3.4	0.873	0.3	3.6	3.9	8.5	1.1	0.7	1.7	1.9	17.6
474.0	Devin	Vassell	SG	23	SAS	31	25.0	30.6	6.9	14.5	0.472	2.6	7.0	0.378	4.2	7.5	0.56	0.563	2.3	2.8	0.814	0.4	3.0	3.4	3.1	1.3	0.2	1.2	1.1	18.6
475.0	Sasha	Vezenkov	PF	28	SAC	28	0.0	13.2	2.1	4.8	0.436	1.1	3.0	0.357	1.0	1.8	0.571	0.549	0.2	0.3	0.75	0.8	1.8	2.6	0.5	0.5	0.2	0.3	1.0	5.4
476.0	Gabe	Vincent	PG	27	LAL	5	0.0	25.4	2.4	6.4	0.375	0.4	3.4	0.118	2.0	3.0	0.667	0.406	0.2	0.4	0.5	0.4	0.6	1.0	3.0	1.2	0.0	0.4	2.4	5.4
477.0	Nikola	Vučević	C	33	CHI	34	32.0	33.8	7.1	15.5	0.457	1.1	3.9	0.269	6.0	11.6	0.522	0.491	1.4	1.6	0.875	2.7	7.7	10.4	3.4	0.8	0.7	1.6	2.7	16.7
478.0	Dean	Wade	PF	27	CLE	30	23.0	21.8	1.7	4.2	0.394	1.3	3.6	0.364	0.4	0.7	0.55	0.547	0.5	0.6	0.833	1.0	3.5	4.5	0.9	0.9	0.3	0.5	2.2	5.1
479.0	Franz	Wagner	SF	22	ORL	34	34.0	33.4	7.7	16.5	0.467	1.4	4.8	0.288	6.3	11.7	0.54	0.509	4.1	4.8	0.852	1.1	4.8	5.9	3.9	1.1	0.4	1.9	2.3	20.9
480.0	Moritz	Wagner	C	26	ORL	37	1.0	19.4	4.5	7.5	0.594	0.6	1.8	0.318	3.9	5.7	0.679	0.631	2.0	2.6	0.781	1.6	3.1	4.7	1.2	0.5	0.3	1.2	2.3	11.5
481.0	Ish	Wainright	SF	29	POR	7	0.0	6.6	0.9	2.6	0.333	0.9	2.3	0.375	0.0	0.3	0.0	0.5	0.3	0.3	1.0	0.0	1.3	1.3	0.0	0.3	0.1	0.1	0.6	2.9
482.0	Jabari	Walker	SF	21	POR	33	0.0	18.8	2.9	5.9	0.485	0.5	1.8	0.267	2.4	4.1	0.581	0.526	1.8	2.3	0.766	1.8	3.6	5.5	0.8	0.7	0.4	0.9	2.3	8.0
483.0	Jarace	Walker	PF	20	IND	12	0.0	8.3	1.3	2.8	0.441	0.4	1.2	0.357	0.8	1.7	0.5	0.515	0.5	0.6	0.857	0.2	0.9	1.1	1.1	0.3	0.3	0.3	1.0	3.4
484.0	Lonnie	Walker	IV	SG	25	BRK	20.0	0.0	20.0	4.8	9.9	0.487	2.4	5.2	0.466	2.4	4.7	0.511	0.609	1.5	1.9	0.763	0.2	2.3	2.5	1.5	0.6	0.4	1.3	1.1
485.0	Cason	Wallace	SG	20	OKC	37	6.0	21.5	2.6	5.1	0.516	1.1	2.6	0.417	1.6	2.5	0.617	0.621	0.5	0.6	0.857	0.5	1.6	2.2	1.5	0.6	0.5	0.5	1.7	6.9
486.0	P.J.	Washington	PF	25	CHO	30	13.0	28.6	4.9	11.5	0.424	1.8	5.6	0.314	3.1	5.8	0.531	0.501	1.5	2.0	0.763	1.2	4.0	5.2	2.3	0.9	0.7	1.5	2.5	13.0
487.0	TyTy	Washington	Jr.	PG	22	MIL	2.0	0.0	3.0	0.5	1.5	0.333	0.5	1.0	0.5	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	1.0	0.0	1.5
488.0	Yuta	Watanabe	SF	29	PHO	25	0.0	14.6	1.2	3.7	0.337	0.9	2.9	0.315	0.3	0.8	0.421	0.462	0.4	0.6	0.667	0.4	1.3	1.7	0.4	0.3	0.3	0.6	1.3	3.8
489.0	Lindy	Waters	III	SG	26	OKC	14.0	0.0	7.9	1.1	2.6	0.432	1.1	2.5	0.429	0.1	0.1	0.5	0.635	0.0	0.0	0.1	0.8	0.9	0.6	0.0	0.1	0.1	0.7	3.4
490.0	Trendon	Watford	PF	23	BRK	27	0.0	13.0	2.6	4.7	0.548	0.3	0.9	0.348	2.3	3.8	0.592	0.579	0.9	1.1	0.828	1.0	2.2	3.2	1.7	0.5	0.3	0.9	1.7	6.3
491.0	Peyton	Watson	SF	21	DEN	37	2.0	17.7	2.6	5.4	0.49	0.7	2.0	0.342	2.0	3.4	0.575	0.553	1.0	1.5	0.704	0.6	2.1	2.7	1.0	0.5	0.8	0.5	1.7	7.0
492.0	Victor	Wembanyama	PF	20	SAS	32	32.0	28.9	7.1	15.8	0.447	1.4	5.0	0.288	5.6	10.8	0.52	0.492	3.7	4.6	0.796	2.1	8.1	10.2	3.1	1.2	3.2	3.1	2.3	19.2
493.0	Blake	Wesley	SG	20	SAS	15	0.0	8.2	1.1	2.3	0.5	0.0	0.4	0.0	1.1	1.9	0.607	0.5	0.5	1.0	0.467	0.2	0.6	0.8	1.5	0.3	0.1	0.3	1.2	2.7
494.0	Russell	Westbrook	PG	35	LAC	37	10.0	23.1	4.4	9.5	0.459	0.6	2.3	0.271	3.8	7.2	0.519	0.492	1.4	2.2	0.654	1.5	4.4	5.9	4.6	1.1	0.5	2.2	1.9	10.8
495.0	Coby	White	PG	23	CHI	39	39.0	35.4	6.5	14.6	0.449	2.9	7.3	0.402	3.6	7.2	0.496	0.55	2.4	2.9	0.826	0.4	4.0	4.5	4.9	0.7	0.3	2.1	2.5	18.5
496.0	Derrick	White	SG	29	BOS	35	35.0	32.0	5.3	11.3	0.472	2.6	6.3	0.405	2.7	4.9	0.558	0.586	2.6	2.9	0.9	0.7	3.3	4.0	5.0	1.1	1.2	1.7	2.3	15.8
497.0	Cam	Whitmore	SF	19	HOU	13	0.0	12.8	3.4	6.3	0.537	1.1	2.5	0.424	2.3	3.8	0.612	0.622	1.1	1.6	0.667	0.5	2.2	2.7	0.3	0.8	0.1	0.8	1.2	8.9
498.0	Aaron	Wiggins	SG	25	OKC	35	0.0	12.3	1.9	3.3	0.581	0.5	1.0	0.486	1.5	2.3	0.622	0.654	0.6	0.8	0.741	0.6	1.6	2.2	0.7	0.4	0.1	0.5	1.1	4.9
499.0	Andrew	Wiggins	SF	28	GSW	33	22.0	25.8	4.5	10.7	0.418	0.9	3.2	0.298	3.5	7.5	0.468	0.462	1.9	2.7	0.689	1.7	2.4	4.1	1.3	0.3	0.4	1.5	2.3	11.7
500.0	Lindell	Wigginton	PG	25	MIL	3	0.0	2.7	0.7	1.7	0.4	0.0	0.7	0.0	0.7	1.0	0.667	0.4	0.7	0.7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	2.0
501.0	Brandon	Williams	PG	24	DAL	4	0.0	6.5	1.0	2.0	0.5	0.3	0.3	1.0	0.8	1.8	0.429	0.563	0.5	1.3	0.4	0.5	0.5	1.0	1.0	0.3	0.3	0.5	0.3	2.8
502.0	Grant	Williams	PF	25	DAL	35	27.0	27.1	2.9	7.0	0.418	1.8	4.7	0.378	1.1	2.3	0.5	0.545	0.8	1.2	0.69	1.1	2.6	3.6	1.6	0.4	0.7	1.0	2.8	8.4
503.0	Jalen	Williams	PF	22	OKC	34	34.0	31.7	7.0	12.9	0.547	1.3	3.0	0.446	5.7	9.9	0.577	0.598	2.9	3.5	0.831	0.5	3.7	4.1	4.4	1.0	0.5	1.9	2.6	18.3
504.0	Jaylin	Williams	C	21	OKC	31	0.0	11.7	1.2	3.1	0.381	0.7	2.0	0.349	0.5	1.1	0.441	0.495	0.5	0.5	0.933	0.4	2.7	3.2	1.4	0.4	0.2	0.4	1.5	3.5
505.0	Jeenathan	Williams	SG	24	HOU	4	0.0	5.5	1.5	2.8	0.545	0.0	0.5	0.0	1.5	2.3	0.667	0.545	0.3	0.5	0.5	0.0	0.0	0.0	0.5	0.3	0.0	0.0	0.5	3.3
506.0	Kenrich	Williams	PF	29	OKC	26	0.0	15.3	1.8	3.8	0.48	0.8	1.9	0.429	1.0	1.9	0.531	0.587	0.1	0.4	0.3	0.7	2.0	2.7	1.6	0.5	0.1	0.4	1.6	4.5
508.0	Patrick	Williams	PF	22	CHI	38	27.0	27.3	3.7	8.2	0.448	1.3	3.2	0.41	2.3	4.9	0.473	0.529	1.2	1.6	0.767	1.1	2.8	3.9	1.4	0.9	0.8	1.3	1.8	9.8
510.0	Vince	Williams	Jr.	SG	23	MEM	27.0	8.0	21.9	1.8	4.7	0.375	1.2	3.5	0.351	0.6	1.3	0.441	0.504	1.1	1.3	0.833	1.1	4.0	5.1	1.8	0.6	0.6	0.9	2.4
511.0	Ziaire	Williams	SF	22	MEM	35	8.0	18.9	2.8	6.9	0.411	1.1	3.5	0.331	1.7	3.4	0.492	0.494	1.0	1.2	0.837	0.6	2.9	3.5	1.3	0.5	0.3	1.2	1.7	7.8
512.0	Zion	Williamson	PF	23	NOP	31	31.0	30.2	8.5	14.6	0.584	0.1	0.3	0.333	8.4	14.3	0.589	0.587	4.6	6.9	0.664	1.9	4.1	5.9	4.6	1.0	0.4	2.6	2.7	21.7
513.0	Jalen	Wilson	PF	23	BRK	11	0.0	9.5	1.5	2.9	0.5	0.2	0.7	0.25	1.3	2.2	0.583	0.531	1.4	1.4	1.0	1.4	0.8	2.2	0.8	0.3	0.1	0.3	0.8	4.5
515.0	James	Wiseman	C	22	DET	27	0.0	15.0	2.7	4.0	0.679	0.0	0.1	0.0	2.7	4.0	0.692	0.679	0.8	1.3	0.618	1.4	2.8	4.2	0.7	0.1	0.7	0.9	2.1	6.3
516.0	Christian	Wood	PF	28	LAL	33	1.0	19.2	2.6	5.4	0.48	0.8	2.4	0.338	1.8	3.0	0.596	0.556	1.3	2.0	0.667	0.9	4.7	5.6	1.0	0.2	0.7	1.2	1.6	7.4
517.0	Delon	Wright	PG	31	WAS	16	0.0	17.0	1.5	4.1	0.369	0.4	1.4	0.304	1.1	2.6	0.405	0.423	1.1	1.4	0.783	0.4	1.9	2.3	3.3	1.4	0.2	0.6	0.8	4.6
518.0	Thaddeus	Young	PF	35	TOR	10	2.0	8.7	1.6	2.6	0.615	0.1	0.3	0.333	1.5	2.3	0.652	0.635	0.1	0.3	0.333	0.6	1.0	1.6	1.4	0.7	0.1	0.7	0.8	3.4
519.0	Trae	Young	PG	25	ATL	34	34.0	36.6	8.6	20.0	0.429	3.4	9.3	0.362	5.2	10.8	0.486	0.512	7.3	8.5	0.855	0.4	2.6	3.0	11.0	1.4	0.2	4.3	2.0	27.8
520.0	Omer	Yurtseven	C	25	UTA	22	6.0	11.3	1.6	3.4	0.486	0.1	0.7	0.2	1.5	2.7	0.559	0.507	0.3	0.5	0.6	1.5	2.9	4.4	0.6	0.2	0.5	1.0	1.5	3.7
521.0	Cody	Zeller	C	31	NOP	28	0.0	9.0	0.7	1.8	0.388	0.0	0.1	0.333	0.6	1.6	0.391	0.398	0.7	1.2	0.606	1.2	1.6	2.8	1.1	0.1	0.1	0.4	1.3	2.1
