Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Precious Achiuwa,PF-C,24,TOT,53,14.0,22.5,3.3,6.8,0.49,0.4,1.5,0.25,2.9,5.3,0.559,0.518,1.0,1.6,0.627,2.7,3.9,6.6,1.4,0.6,0.8,1.1,1.9,8.0
2.0,Bam Adebayo,C,26,MIA,49,49.0,34.6,7.7,15.1,0.514,0.0,0.2,0.083,7.7,14.8,0.521,0.514,4.9,6.2,0.778,2.2,8.3,10.5,4.1,1.1,1.0,2.5,2.5,20.3
3.0,Ochai Agbaji,SG,23,TOT,59,10.0,18.9,2.1,4.8,0.427,0.9,2.7,0.327,1.2,2.1,0.556,0.519,0.4,0.5,0.778,0.7,1.7,2.3,0.9,0.5,0.5,0.7,1.3,5.4
4.0,Santi Aldama,PF,23,MEM,48,22.0,25.0,3.9,9.1,0.426,1.6,4.8,0.336,2.3,4.4,0.524,0.514,0.8,1.3,0.597,1.2,4.4,5.6,2.1,0.7,0.7,1.2,1.5,10.2
5.0,Nickeil Alexander-Walker,SG,25,MIN,60,16.0,23.1,2.6,6.1,0.422,1.4,3.9,0.369,1.1,2.2,0.515,0.54,0.6,0.7,0.767,0.4,1.6,2.0,2.6,0.8,0.6,1.0,1.8,7.1
6.0,Grayson Allen,SG,28,PHO,53,53.0,33.2,4.3,8.5,0.502,2.6,5.4,0.477,1.7,3.2,0.545,0.653,1.8,2.0,0.886,0.7,3.3,4.0,3.1,0.8,0.6,1.3,2.2,12.9
7.0,Jarrett Allen,C,25,CLE,54,54.0,31.1,6.4,10.2,0.634,0.0,0.1,0.0,6.4,10.1,0.64,0.634,2.9,3.9,0.733,3.4,7.1,10.5,2.7,0.8,1.1,1.7,2.2,15.7
8.0,Jose Alvarado,PG,25,NOP,40,0.0,17.0,2.6,6.1,0.418,1.3,3.5,0.355,1.3,2.6,0.505,0.52,0.7,1.0,0.675,0.4,1.8,2.2,2.0,1.1,0.4,0.8,1.5,7.0
9.0,Kyle Anderson,PF,30,MIN,58,4.0,22.0,2.4,5.1,0.473,0.1,0.6,0.206,2.3,4.5,0.508,0.485,1.2,1.7,0.7,0.8,2.8,3.5,4.1,0.8,0.5,1.3,1.5,6.2
10.0,Giannis Antetokounmpo,PF,29,MIL,59,59.0,34.9,11.5,18.6,0.619,0.5,1.7,0.301,11.0,16.8,0.652,0.633,7.3,11.0,0.661,2.6,8.7,11.3,6.3,1.3,1.0,3.4,2.9,30.8
11.0,Thanasis Antetokounmpo,PF,31,MIL,26,0.0,4.7,0.5,0.9,0.5,0.0,0.0,0.0,0.5,0.9,0.522,0.5,0.0,0.1,0.0,0.2,0.2,0.4,0.5,0.1,0.2,0.4,0.8,0.9
12.0,Cole Anthony,PG,23,ORL,59,0.0,23.1,4.1,9.5,0.433,1.1,3.2,0.33,3.1,6.3,0.487,0.489,2.6,3.1,0.831,0.9,3.1,4.0,3.1,0.8,0.4,1.7,2.5,11.9
13.0,OG Anunoby,SF,26,TOT,41,41.0,34.1,5.8,11.7,0.498,2.1,5.5,0.379,3.7,6.1,0.606,0.588,1.6,2.0,0.774,1.0,3.2,4.2,2.3,1.3,0.7,1.5,2.3,15.3
14.0,Ryan Arcidiacono,PG,29,NYK,20,0.0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,,
15.0,Deni Avdija,SF,23,WAS,57,57.0,28.4,5.0,9.8,0.51,1.2,2.9,0.412,3.8,6.9,0.551,0.57,2.4,3.2,0.745,1.0,5.6,6.6,3.8,0.8,0.4,2.0,2.5,13.6
16.0,Deandre Ayton,C,25,POR,40,40.0,31.6,6.6,11.6,0.57,0.0,0.0,6.6,11.6,0.57,0.57,1.1,1.3,0.824,3.0,7.6,10.6,1.7,1.1,0.8,1.7,2.2,14.3,
17.0,Udoka Azubuike,C,24,PHO,14,0.0,7.6,1.1,1.6,0.727,0.0,0.0,1.1,1.6,0.727,0.727,0.2,0.8,0.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5,
18.0,Ibou Badji,C,21,POR,18,1.0,11.3,0.7,1.1,0.632,0.0,0.0,0.7,1.1,0.632,0.632,0.3,0.6,0.5,1.1,1.6,2.7,0.7,0.1,1.1,0.8,2.3,1.6,
19.0,Marvin Bagley III,C,24,TOT,43,21.0,21.1,4.8,8.2,0.581,0.1,0.4,0.294,4.7,7.8,0.595,0.588,2.0,2.7,0.744,2.7,3.4,6.1,1.2,0.4,0.7,1.2,1.8,11.7
20.0,Amari Bailey,PG,19,CHO,3,0.0,5.0,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.3,0.7,0.5,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.0,1.7
21.0,Patrick Baldwin Jr.,SF,21,WAS,20,0.0,7.6,0.9,2.4,0.383,0.6,1.4,0.407,0.4,1.0,0.35,0.5,0.4,0.6,0.667,0.4,1.8,2.2,0.4,0.1,0.2,0.3,1.1,2.8
22.0,LaMelo Ball,PG,22,CHO,22,22.0,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9
23.0,Mo Bamba,C,25,PHI,37,1.0,11.0,1.5,3.3,0.467,0.4,0.9,0.424,1.2,2.4,0.483,0.525,0.5,0.8,0.586,1.4,2.4,3.8,0.7,0.4,1.0,0.7,1.5,3.9
24.0,Paolo Banchero,PF,21,ORL,58,58.0,34.8,8.1,17.7,0.459,1.5,4.2,0.362,6.6,13.5,0.488,0.501,5.1,7.2,0.701,1.1,5.7,6.8,5.2,1.0,0.5,3.0,2.0,22.8
25.0,Desmond Bane,SG,25,MEM,37,37.0,34.5,8.9,18.8,0.474,3.3,8.6,0.384,5.6,10.2,0.551,0.563,3.3,3.8,0.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4
26.0,Dalano Banton,PG,24,TOT,31,1.0,9.5,1.5,3.5,0.413,0.3,1.1,0.257,1.2,2.4,0.486,0.454,0.9,1.3,0.707,0.6,1.3,1.9,1.0,0.3,0.2,0.6,0.8,4.1
27.0,Dominick Barlow,PF,20,SAS,23,1.0,13.3,1.7,3.7,0.476,0.1,0.3,0.429,1.6,3.3,0.481,0.494,1.0,1.5,0.647,1.4,2.2,3.7,1.1,0.4,0.5,0.2,1.4,4.6
28.0,Harrison Barnes,PF,31,SAC,59,59.0,29.6,4.2,8.7,0.484,1.9,4.8,0.401,2.3,3.9,0.586,0.594,1.8,2.3,0.805,0.8,2.1,2.9,1.1,0.7,0.2,0.7,1.3,12.2
29.0,Scottie Barnes,SG,22,TOR,60,60.0,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9
30.0,RJ Barrett,SG,23,TOT,49,49.0,31.3,7.1,14.8,0.483,1.6,4.4,0.362,5.5,10.3,0.535,0.537,3.5,4.9,0.72,0.9,4.4,5.2,3.1,0.5,0.3,1.9,2.1,19.4
31.0,Charles Bassey,C,23,SAS,19,0.0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3
32.0,Emoni Bates,SF,20,CLE,10,0.0,7.6,0.6,2.5,0.24,0.5,2.0,0.25,0.1,0.5,0.2,0.34,0.1,0.2,0.5,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8
33.0,Keita Bates-Diop,SF,28,TOT,45,8.0,14.1,1.6,3.6,0.438,0.5,1.5,0.309,1.1,2.0,0.533,0.503,0.7,0.9,0.75,0.7,1.6,2.3,0.8,0.5,0.5,0.3,0.8,4.2
34.0,Nicolas Batum,PF,35,TOT,39,29.0,23.8,1.9,3.9,0.503,1.3,2.8,0.441,0.7,1.0,0.675,0.666,0.2,0.4,0.643,1.2,2.5,3.6,2.1,0.6,0.7,0.6,2.0,5.4
35.0,Darius Bazley,PF,23,PHI,3,0.0,3.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,,
36.0,Bradley Beal,SG,30,PHO,30,30.0,32.6,7.1,14.4,0.495,1.6,4.5,0.363,5.5,9.9,0.556,0.552,2.3,3.0,0.775,0.8,3.4,4.3,4.5,0.9,0.3,2.4,2.6,18.2
37.0,Malik Beasley,SG,27,MIL,59,59.0,29.5,4.1,8.8,0.469,2.9,6.6,0.447,1.2,2.2,0.534,0.637,0.3,0.5,0.63,0.6,3.3,3.9,1.4,0.8,0.1,0.7,2.0,11.5
38.0,MarJon Beauchamp,SF,23,MIL,44,1.0,13.3,1.7,3.5,0.487,0.6,1.6,0.4,1.0,1.9,0.561,0.579,0.4,0.6,0.679,0.5,1.7,2.2,0.7,0.3,0.1,0.6,1.2,4.4
39.0,Jules Bernard,SG,24,WAS,8,0.0,4.5,0.5,1.6,0.308,0.3,1.1,0.222,0.3,0.5,0.5,0.385,0.1,0.3,0.5,0.4,0.4,0.8,0.6,0.1,0.1,0.3,0.5,1.4
40.0,Dāvis Bertāns,PF,31,TOT,22,0.0,8.3,1.3,3.0,0.433,1.3,2.9,0.444,0.0,0.2,0.25,0.642,0.7,0.8,0.889,0.1,0.5,0.6,0.6,0.2,0.1,0.0,0.8,4.6
41.0,Patrick Beverley,PG,35,TOT,56,5.0,19.1,2.2,5.2,0.426,0.8,2.4,0.331,1.4,2.8,0.506,0.502,1.0,1.2,0.812,0.7,2.4,3.1,3.0,0.5,0.4,1.0,1.7,6.2
42.0,Saddiq Bey,SF,24,ATL,58,46.0,32.5,4.6,10.9,0.418,1.8,5.6,0.321,2.8,5.3,0.521,0.501,2.6,3.1,0.839,2.7,3.8,6.5,1.4,0.8,0.1,0.8,1.4,13.5
43.0,Goga Bitadze,C,24,ORL,49,32.0,17.8,2.3,3.9,0.605,0.0,0.2,0.167,2.3,3.6,0.635,0.611,1.0,1.5,0.658,2.1,3.3,5.3,1.5,0.6,1.4,0.7,2.1,5.7
44.0,Onuralp Bitim,SG,24,CHI,4,0.0,12.3,1.3,3.3,0.385,1.0,2.0,0.5,0.3,1.3,0.2,0.538,0.5,0.5,1.0,0.0,2.5,2.5,0.3,0.0,0.0,0.5,0.8,4.0
45.0,Bismack Biyombo,C,31,TOT,32,27.0,22.7,2.1,3.7,0.563,0.0,0.0,2.1,3.7,0.563,0.563,0.7,1.4,0.478,1.8,4.3,6.0,1.6,0.3,1.1,1.2,2.6,4.9,
46.0,Anthony Black,PG,20,ORL,54,31.0,18.6,1.8,3.8,0.469,0.5,1.4,0.373,1.3,2.4,0.523,0.536,0.9,1.3,0.662,0.5,1.8,2.3,1.5,0.6,0.3,0.9,1.9,5.0
47.0,Leaky Black,SF,24,CHO,22,3.0,9.9,0.8,1.8,0.436,0.3,0.7,0.467,0.5,1.1,0.417,0.526,0.4,0.6,0.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3
48.0,Bogdan Bogdanović,SG,31,ATL,57,11.0,29.2,6.0,14.0,0.428,3.1,8.3,0.371,2.9,5.7,0.511,0.538,1.8,1.9,0.917,0.6,2.7,3.3,2.8,1.2,0.3,1.2,2.4,16.8
49.0,Bojan Bogdanović,PF-SF,34,TOT,35,27.0,31.1,6.6,14.3,0.46,2.9,7.1,0.412,3.6,7.1,0.508,0.563,2.7,3.5,0.779,0.5,2.9,3.3,2.3,0.8,0.1,2.0,2.1,18.8
50.0,Bol Bol,PF,24,PHO,21,0.0,11.1,2.4,3.7,0.641,0.3,1.0,0.333,2.0,2.7,0.754,0.686,0.3,0.5,0.7,1.0,2.4,3.3,0.5,0.2,0.7,0.5,1.2,5.4
51.0,Marques Bolden,C,25,TOT,3,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,,,,,
52.0,Devin Booker,PG,27,PHO,49,49.0,35.7,9.7,19.5,0.496,2.2,5.8,0.378,7.4,13.6,0.546,0.552,6.1,7.0,0.877,0.7,3.9,4.6,6.9,0.9,0.4,2.5,3.0,27.6
53.0,Brandon Boston Jr.,SF,22,LAC,19,0.0,6.8,1.4,3.4,0.422,0.3,1.1,0.3,1.1,2.3,0.477,0.469,0.6,0.7,0.857,0.4,0.4,0.8,0.3,0.1,0.1,0.4,0.9,3.8
54.0,Chris Boucher,PF,31,TOR,48,0.0,13.5,2.1,4.3,0.49,0.6,1.9,0.319,1.5,2.4,0.626,0.561,1.3,1.8,0.753,1.2,2.8,4.0,0.4,0.3,0.4,0.5,1.3,6.1
55.0,James Bouknight,SG,23,CHO,14,0.0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6
56.0,Jamaree Bouyea,PG,24,POR,6,0.0,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.8,2.2,0.385,0.238,0.0,0.0,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,
57.0,Malaki Branham,PG,20,SAS,55,21.0,20.3,3.3,7.8,0.429,1.0,3.1,0.326,2.3,4.6,0.498,0.494,0.6,0.7,0.944,0.3,1.6,2.0,2.1,0.4,0.1,1.1,1.2,8.3
58.0,Christian Braun,SG,22,DEN,60,0.0,19.2,2.5,5.8,0.435,0.7,1.9,0.348,1.9,3.9,0.476,0.491,1.2,1.7,0.709,0.9,2.7,3.5,1.4,0.5,0.4,0.7,1.6,6.9
59.0,Mikal Bridges,SF,27,BRK,59,59.0,35.0,7.4,16.7,0.445,2.5,7.1,0.353,4.9,9.6,0.511,0.519,3.6,4.4,0.819,0.8,4.0,4.8,3.7,0.9,0.4,2.1,1.5,20.9
60.0,Miles Bridges,SF,25,CHO,49,47.0,37.3,8.2,17.7,0.462,2.5,6.6,0.375,5.7,11.0,0.514,0.532,2.6,3.0,0.846,1.0,6.5,7.5,3.2,1.0,0.5,2.0,1.9,21.4
61.0,Oshae Brissett,SF,25,BOS,39,0.0,10.5,1.2,2.6,0.456,0.3,1.1,0.286,0.9,1.6,0.574,0.515,0.9,1.4,0.679,0.9,1.7,2.6,0.7,0.4,0.1,0.3,0.9,3.6
62.0,Malcolm Brogdon,PG,31,POR,39,25.0,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7
63.0,Armoni Brooks,PG,25,BRK,10,0.0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2
64.0,Dillon Brooks,SF,28,HOU,50,50.0,31.3,4.8,11.0,0.437,2.0,5.1,0.387,2.9,6.0,0.48,0.526,1.9,2.3,0.841,0.8,2.7,3.6,1.6,0.9,0.1,1.3,3.5,13.5
65.0,Bruce Brown,SG-PG,27,TOT,52,38.0,28.1,4.1,8.8,0.463,0.8,2.7,0.304,3.3,6.2,0.531,0.509,1.8,2.1,0.864,0.8,3.6,4.4,2.7,0.9,0.3,1.1,2.3,10.8
66.0,Charlie Brown Jr.,Jr.,SG,26,NYK,7.0,0.0,5.1,0.3,1.4,0.2,0.3,1.0,0.286,0.0,0.4,0.0,0.3,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.7,0.9
67.0,Greg Brown III,PF,22,DAL,6,0.0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5
68.0,Jaylen Brown,SF,27,BOS,54,54.0,33.4,8.7,17.3,0.501,2.0,5.6,0.348,6.7,11.7,0.575,0.557,3.0,4.2,0.716,1.1,4.5,5.5,3.7,1.1,0.5,2.4,2.7,22.3
69.0,Kendall Brown,SG,20,IND,6,0.0,4.5,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.7,1.0,0.667,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,1.7
70.0,Kobe Brown,PF,24,LAC,33,0.0,8.6,0.7,1.9,0.381,0.4,1.2,0.308,0.4,0.7,0.5,0.476,0.0,0.1,0.5,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.2,1.8
71.0,Moses Brown,C,24,POR,10,4.0,9.1,1.2,2.4,0.5,0.0,0.0,1.2,2.4,0.5,0.5,0.1,0.7,0.143,1.8,2.9,4.7,0.2,0.2,0.3,0.5,1.2,2.5,
72.0,Troy Brown Jr.,SF,24,TOT,42,3.0,11.5,1.5,3.4,0.43,0.9,2.4,0.364,0.6,1.0,0.581,0.556,0.5,0.6,0.875,0.4,1.7,2.1,1.0,0.2,0.0,0.5,0.7,4.3
73.0,Jalen Brunson,PG,27,NYK,56,56.0,36.1,9.8,20.6,0.477,2.7,6.6,0.407,7.1,14.0,0.51,0.542,5.4,6.4,0.846,0.6,3.2,3.8,6.7,0.9,0.2,2.5,2.0,27.7
74.0,Thomas Bryant,C,26,MIA,25,3.0,10.4,1.8,3.1,0.571,0.0,0.2,0.0,1.8,2.9,0.603,0.571,0.7,0.9,0.818,1.0,2.1,3.1,0.6,0.2,0.2,0.6,1.0,4.2
75.0,Kobe Bufkin,SG,20,ATL,8,0.0,9.4,1.5,4.0,0.375,0.6,2.0,0.313,0.9,2.0,0.438,0.453,0.1,0.3,0.5,0.3,1.3,1.5,1.5,0.4,0.1,0.5,0.5,3.8
76.0,Reggie Bullock,SF,32,HOU,25,0.0,8.9,0.8,2.1,0.404,0.6,1.6,0.39,0.2,0.4,0.455,0.558,0.0,0.0,1.0,0.1,1.3,1.4,0.4,0.2,0.1,0.2,0.6,2.4
77.0,Alec Burks,SG,32,TOT,51,1.0,20.5,3.6,9.5,0.382,2.2,5.6,0.391,1.4,3.9,0.369,0.497,2.5,2.9,0.884,0.4,2.1,2.5,1.5,0.4,0.2,0.8,1.4,11.9
78.0,Jared Butler,SG,23,WAS,22,0.0,8.1,1.6,2.9,0.547,0.5,1.3,0.357,1.1,1.6,0.694,0.625,0.6,0.8,0.824,0.1,0.6,0.7,2.0,0.4,0.1,0.7,0.9,4.3
79.0,Jimmy Butler,PF,34,MIA,40,40.0,33.9,6.7,13.4,0.501,1.0,2.3,0.44,5.7,11.2,0.513,0.538,7.0,8.2,0.854,2.0,3.5,5.6,4.7,1.4,0.4,1.7,1.1,21.5
80.0,Jamal Cain,PF,24,MIA,16,1.0,14.1,1.8,4.3,0.42,0.5,1.6,0.308,1.3,2.7,0.488,0.478,1.1,1.4,0.783,0.8,1.2,2.0,0.3,0.6,0.3,0.3,1.1,5.3
81.0,Kentavious Caldwell-Pope,SG,30,DEN,55,55.0,31.7,3.5,7.9,0.442,1.5,3.9,0.388,2.0,4.0,0.495,0.538,1.7,1.8,0.919,0.5,1.9,2.3,2.4,1.3,0.4,0.9,1.9,10.1
82.0,Toumani Camara,PF,23,POR,57,37.0,23.7,2.6,6.1,0.432,0.7,2.4,0.309,1.9,3.7,0.512,0.493,1.0,1.4,0.734,1.9,3.0,4.9,1.1,1.0,0.4,1.2,2.5,7.0
83.0,Clint Capela,C,29,ATL,51,51.0,25.3,4.6,8.2,0.564,0.0,0.0,4.6,8.2,0.564,0.564,1.8,2.7,0.652,4.7,5.7,10.4,0.9,0.5,1.6,0.9,2.4,11.1,
84.0,Jevon Carter,PG,28,CHI,57,0.0,13.5,1.9,5.1,0.371,1.1,3.3,0.332,0.8,1.8,0.442,0.478,0.1,0.1,0.6,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1.0,4.9
85.0,Wendell Carter Jr.,C,24,ORL,34,28.0,26.0,4.2,7.8,0.54,1.1,2.8,0.411,3.1,5.0,0.612,0.613,1.9,2.6,0.7,1.8,4.7,6.5,1.6,0.4,0.5,1.2,2.4,11.4
86.0,D.J. Carton,SG,23,TOR,2,0.0,5.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,1.5,1.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,4.0
87.0,Alex Caruso,SG,29,CHI,51,38.0,27.2,3.5,7.3,0.473,1.7,4.4,0.389,1.7,2.9,0.603,0.591,1.2,1.5,0.787,0.9,2.8,3.7,2.8,1.5,1.1,1.4,2.5,9.8
88.0,Colin Castleton,C,23,LAL,7,0.0,5.1,1.0,1.4,0.7,0.0,0.0,1.0,1.4,0.7,0.7,0.6,0.6,1.0,0.6,0.7,1.3,0.4,0.0,0.0,0.1,1.0,2.6,
89.0,Malcolm Cazalon,SG,22,DET,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
90.0,Julian Champagnie,SF,22,SAS,53,38.0,16.8,1.9,4.8,0.398,1.2,3.4,0.359,0.7,1.4,0.493,0.526,0.8,1.0,0.808,0.6,2.0,2.6,1.2,0.6,0.5,0.6,1.1,5.8
91.0,Justin Champagnie,SF,22,WAS,3,0.0,5.3,1.7,3.3,0.5,0.3,1.7,0.2,1.3,1.7,0.8,0.55,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,3.7,
92.0,Max Christie,SG,20,LAL,48,7.0,16.6,1.8,4.1,0.426,0.7,2.0,0.351,1.0,2.1,0.5,0.513,0.7,0.9,0.786,0.3,2.2,2.5,1.1,0.4,0.3,0.6,1.1,4.9
93.0,Sidy Cissoko,SF,19,SAS,5,0.0,6.4,0.2,1.2,0.167,0.0,0.8,0.0,0.2,0.4,0.5,0.167,0.8,0.8,1.0,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,1.2
94.0,Jordan Clarkson,SG,31,UTA,50,19.0,30.3,6.0,14.6,0.41,1.7,5.6,0.295,4.3,9.0,0.481,0.466,3.2,3.7,0.88,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.4,16.8
95.0,Nic Claxton,C,24,BRK,49,49.0,29.2,5.2,8.4,0.62,0.0,0.1,0.25,5.2,8.3,0.623,0.621,1.4,2.5,0.574,2.8,7.0,9.8,1.9,0.6,2.1,1.2,2.5,11.8
96.0,Noah Clowney,PF,19,BRK,7,0.0,9.9,1.6,2.6,0.611,0.1,0.6,0.25,1.4,2.0,0.714,0.639,0.9,0.9,1.0,0.9,1.0,1.9,0.9,0.0,0.1,0.4,0.7,4.1
97.0,Amir Coffey,SF,26,LAC,46,9.0,18.6,2.2,4.1,0.537,0.9,2.0,0.426,1.3,2.1,0.646,0.642,0.9,1.1,0.878,0.4,1.3,1.7,0.9,0.5,0.1,0.4,1.3,6.2
98.0,John Collins,PF,26,UTA,56,54.0,27.9,5.6,10.8,0.521,1.2,3.4,0.342,4.4,7.3,0.605,0.575,1.9,2.4,0.789,2.3,6.1,8.5,1.2,0.6,0.8,1.5,2.8,14.3
99.0,Zach Collins,C,26,SAS,48,24.0,23.4,4.4,9.1,0.478,0.9,3.0,0.294,3.5,6.2,0.568,0.526,1.7,2.3,0.748,1.7,3.6,5.4,3.1,0.5,0.7,2.0,3.1,11.4
100.0,Mike Conley,PG,36,MIN,55,55.0,28.9,3.6,8.0,0.449,2.3,5.1,0.445,1.3,2.8,0.455,0.592,1.2,1.3,0.904,0.4,2.5,2.9,6.2,1.0,0.2,1.1,1.7,10.7
101.0,Pat Connaughton,SF,31,MIL,55,2.0,21.5,1.9,4.3,0.453,1.1,3.0,0.372,0.8,1.3,0.643,0.583,0.4,0.6,0.719,0.6,2.6,3.3,1.9,0.6,0.3,0.6,1.3,5.4
102.0,Bilal Coulibaly,SF,19,WAS,56,8.0,26.7,2.9,6.7,0.442,1.0,2.8,0.357,2.0,3.9,0.502,0.516,1.3,2.0,0.682,0.9,3.1,4.0,1.7,0.9,0.8,1.4,2.1,8.2
103.0,Ricky Council IV,SG,22,PHI,19,0.0,9.5,1.9,4.0,0.487,0.2,0.9,0.235,1.7,3.1,0.559,0.513,2.2,2.8,0.759,0.6,1.4,2.0,0.4,0.1,0.0,0.2,0.4,6.3
104.0,Robert Covington,SF-PF,33,TOT,29,6.0,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
105.0,Torrey Craig,SF,33,CHI,33,8.0,21.0,2.2,5.1,0.425,1.1,3.0,0.374,1.0,2.1,0.5,0.536,0.6,0.8,0.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1
106.0,Jae Crowder,PF,33,MIL,30,14.0,24.9,2.3,5.4,0.432,1.2,3.5,0.352,1.1,1.9,0.579,0.546,0.5,0.8,0.667,0.5,3.2,3.6,1.5,0.9,0.2,0.5,1.8,6.4
107.0,Jalen Crutcher,PG,24,NOP,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
108.0,Cade Cunningham,PG,22,DET,49,49.0,34.0,8.4,18.4,0.455,1.9,5.3,0.358,6.5,13.1,0.495,0.507,3.8,4.4,0.858,0.4,3.7,4.2,7.4,0.9,0.4,3.5,2.7,22.4
109.0,Seth Curry,SG,33,TOT,44,4.0,14.0,1.8,4.6,0.392,0.9,2.5,0.352,1.0,2.2,0.438,0.485,0.6,0.7,0.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1
