YEAR,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
2023-24,Gary Trent Jr.,TOR,26.0,25.4,11.3,4.2,10.3,40.4,2.1,5.7,37.4,0.8,1.3,62.9,0.2,2.0,2.2,1.5,0.6,0.1,0.7,8.5
2023-24,Santi Aldama,MEM,23.0,24.4,11.2,4.3,9.7,43.8,1.7,4.8,34.2,1.0,1.6,62.2,1.4,4.1,5.5,1.9,0.7,0.7,1.1,12.8
2023-24,Deni Avdija,WAS,29.0,26.8,11.1,4.2,8.7,48.8,0.8,2.6,32.0,1.8,2.2,81.3,1.1,4.5,5.6,3.9,0.9,0.3,1.5,15.5
2023-24,Daniel Gafford,WAS,26.0,25.8,11.1,4.6,6.5,70.0,0.0,0.0,0.0,1.9,2.7,70.4,2.9,4.8,7.7,1.7,0.8,2.2,1.2,19.6
2023-24,Jeremy Sochan,SAS,29.0,29.2,11.0,4.3,9.9,43.4,1.0,2.5,38.9,1.4,1.9,75.0,1.6,4.0,5.7,4.1,0.7,0.2,2.1,13.4
2023-24,Keyonte George,UTA,25.0,25.7,10.9,3.5,9.6,36.1,1.6,5.1,32.3,2.3,3.0,77.0,0.5,2.4,2.9,5.0,0.5,0.1,2.3,10.2
2023-24,Dario Saric,GSW,30.0,20.8,10.7,3.7,8.0,46.4,1.6,4.0,38.8,1.8,2.1,85.5,1.6,4.1,5.7,2.0,0.6,0.2,1.2,13.5
2023-24,Jordan Hawkins,NOP,27.0,23.9,10.7,3.5,9.2,38.2,2.2,6.0,36.2,1.5,1.7,87.0,0.6,2.5,3.1,1.5,0.4,0.0,0.8,9.0
2023-24,Jakob Poeltl,TOR,29.0,25.9,10.6,4.8,6.8,70.6,0.0,0.0,0.0,1.0,2.0,50.9,2.7,5.2,8.0,2.3,0.7,1.1,1.6,18.1
2023-24,Herbert Jones,NOP,28.0,29.6,10.6,3.6,7.9,45.9,1.0,3.3,31.2,2.3,2.6,86.3,1.2,2.7,3.9,2.7,1.5,1.0,1.3,13.8
2023-24,Kevin Huerter,SAC,28.0,25.0,10.6,4.0,9.3,42.5,2.0,5.7,35.2,0.6,0.8,78.3,0.6,3.3,3.9,2.7,0.7,0.3,0.7,11.9
2023-24,Marvin Bagley III,DET,24.0,19.0,10.5,4.3,7.2,59.0,0.0,0.3,16.7,2.0,2.4,82.5,1.9,2.9,4.8,1.0,0.1,0.6,1.2,12.4
2023-24,Dorian Finney-Smith,BKN,28.0,29.4,10.5,3.9,8.2,47.0,2.5,5.5,44.8,0.3,0.4,80.0,1.9,3.1,5.0,1.2,0.7,0.5,0.8,12.6
2023-24,Derrick Jones Jr.,DAL,29.0,25.0,10.4,3.8,7.8,48.0,1.6,4.4,36.7,1.2,1.7,73.5,1.2,2.3,3.6,1.1,0.8,0.8,0.8,11.2
2023-24,Isaiah Stewart,DET,28.0,30.7,10.4,3.9,8.2,47.2,1.4,3.5,39.8,1.3,1.7,74.5,1.9,5.2,7.0,1.7,0.3,0.6,1.5,13.7
2023-24,Taurean Prince,LAL,29.0,31.0,10.2,3.7,8.3,44.4,2.2,5.5,39.4,0.6,0.8,75.0,0.3,2.6,2.9,1.8,0.8,0.5,0.9,10.4
2023-24,Kentavious Caldwell-Pope,DEN,30.0,32.6,10.2,3.6,7.8,45.5,1.5,3.6,42.1,1.5,1.7,90.2,0.4,1.7,2.2,2.6,1.5,0.6,1.0,11.5
2023-24,Josh Richardson,MIA,24.0,27.8,10.0,3.6,8.3,43.7,1.5,4.5,32.7,1.3,1.5,91.4,0.5,2.3,2.7,3.0,0.6,0.3,1.0,10.7
2023-24,Patrick Williams,CHI,32.0,27.5,9.9,3.7,8.2,44.7,1.3,3.3,41.0,1.3,1.7,75.9,1.1,2.9,4.1,1.4,0.9,0.9,1.2,11.1
2023-24,Onyeka Okongwu,ATL,30.0,24.6,9.7,3.7,6.4,58.3,0.4,1.4,28.6,1.8,2.1,84.4,2.5,4.4,6.8,1.5,0.5,0.9,0.8,15.6
2023-24,Donte DiVincenzo,NYK,29.0,20.7,9.6,3.3,7.3,45.0,2.3,5.3,44.2,0.7,1.0,72.4,0.7,2.2,2.9,1.9,1.0,0.3,1.0,10.4
2023-24,Alex Caruso,CHI,26.0,23.7,9.6,3.4,6.5,52.7,1.5,3.4,44.9,1.2,1.5,80.0,1.2,2.3,3.5,2.4,1.2,0.8,1.4,12.7
2023-24,Isaiah Joe,OKC,28.0,20.4,9.6,3.1,7.2,43.8,2.3,5.5,41.9,1.0,1.1,84.4,0.2,2.1,2.4,1.1,0.8,0.4,0.5,9.5
2023-24,Ausar Thompson,DET,30.0,26.2,9.5,3.9,8.5,46.1,0.3,1.9,16.1,1.4,2.0,69.5,2.5,5.1,7.6,2.3,0.9,1.1,1.7,14.6
2023-24,Kyle Lowry,MIA,28.0,29.3,9.4,3.1,6.8,46.1,2.0,4.6,43.8,1.1,1.3,83.3,0.7,3.0,3.7,4.1,1.1,0.4,1.4,13.4
2023-24,Dereck Lively II,DAL,24.0,25.6,9.4,4.3,5.7,74.5,0.0,0.1,0.0,0.9,1.6,55.3,2.9,5.0,7.8,1.1,0.6,1.5,1.2,17.1
2023-24,Kevin Love,MIA,23.0,18.7,9.3,2.9,6.8,42.7,1.9,5.1,36.8,1.7,2.0,80.9,0.9,5.9,6.7,2.6,0.4,0.1,0.7,14.2
2023-24,Grant Williams,DAL,27.0,29.1,9.1,3.1,7.5,42.1,2.0,5.2,39.3,0.8,1.3,64.7,1.1,2.7,3.8,1.7,0.4,0.7,0.9,10.1
2023-24,Alec Burks,DET,23.0,17.8,9.1,2.6,7.8,32.8,1.5,4.7,32.7,2.5,2.8,87.7,0.5,1.7,2.2,1.3,0.4,0.2,0.5,7.2
2023-24,Killian Hayes,DET,25.0,26.4,9.1,3.6,8.6,42.5,0.7,2.4,30.5,1.1,1.6,70.0,0.4,2.7,3.1,4.4,1.0,0.6,1.1,11.8
2023-24,Dante Exum,DAL,26.0,18.6,9.0,3.5,6.1,57.9,0.9,2.0,43.4,1.0,1.4,72.2,0.7,2.4,3.1,2.5,0.5,0.2,0.8,11.5
2023-24,Malaki Branham,SAS,29.0,22.3,8.9,3.7,8.3,44.4,1.0,3.2,31.2,0.5,0.6,93.8,0.2,1.8,2.0,2.5,0.4,0.1,1.3,8.0
2023-24,Bilal Coulibaly,WAS,28.0,26.7,8.9,3.3,6.3,52.0,1.2,2.8,41.8,1.1,1.8,65.3,0.7,3.3,4.0,1.8,1.0,0.7,1.5,11.2
2023-24,Brandin Podziemski,GSW,24.0,22.8,8.9,3.4,7.4,46.3,1.3,3.1,40.5,0.8,1.1,70.4,1.6,3.8,5.4,3.0,1.0,0.2,1.4,12.8
2023-24,Walker Kessler,UTA,23.0,24.8,8.8,4.0,6.8,58.6,0.1,0.6,21.4,0.7,1.3,51.6,3.1,5.1,8.2,0.9,0.4,2.8,1.3,16.4
2023-24,Nick Richards,CHA,22.0,22.4,8.8,3.3,4.7,69.9,0.0,0.0,0.0,2.2,2.8,80.3,2.3,4.8,7.1,0.7,0.4,1.3,1.0,15.2
2023-24,Simone Fontecchio,UTA,29.0,21.1,8.7,3.0,6.8,44.9,1.9,4.6,40.6,0.7,0.9,84.0,0.8,2.0,2.8,1.1,0.5,0.4,1.0,8.6
2023-24,Sam Hauser,BOS,29.0,22.6,8.6,3.0,6.6,44.8,2.4,5.7,41.6,0.3,0.3,80.0,0.9,2.6,3.4,1.0,0.5,0.3,0.5,9.6
2023-24,Christian Braun,DEN,32.0,19.8,8.4,3.2,6.7,47.0,0.8,1.8,41.4,1.3,1.8,75.0,0.8,2.9,3.7,1.7,0.4,0.3,0.8,9.8
2023-24,Chris Paul,GSW,27.0,27.4,8.3,3.0,7.7,39.4,1.1,3.6,31.3,1.1,1.3,88.2,0.3,3.5,3.8,7.6,1.3,0.0,1.2,15.0
2023-24,Precious Achiuwa,TOR,23.0,18.4,8.3,3.3,7.3,46.1,0.6,2.0,27.7,1.0,1.7,57.5,2.2,3.6,5.8,1.9,0.7,0.5,1.2,11.2
2023-24,Naji Marshall,NOP,22.0,19.5,8.2,2.7,6.0,44.4,1.1,2.8,40.3,1.7,2.1,78.7,1.1,2.9,4.0,2.4,0.7,0.2,1.1,10.6
2023-24,Moses Moody,GSW,30.0,18.2,8.1,2.9,6.2,47.6,1.0,3.0,33.7,1.3,1.7,76.0,1.2,2.0,3.2,0.9,0.7,0.3,0.8,8.8
2023-24,David Roddy,MEM,27.0,23.5,8.1,3.1,7.7,40.7,1.0,3.5,29.5,0.7,1.0,71.4,1.0,3.2,4.2,1.3,0.6,0.3,1.0,8.7
2023-24,Georges Niang,CLE,30.0,22.2,8.0,3.0,7.6,39.5,1.5,4.6,33.6,0.5,0.5,93.3,0.4,3.2,3.6,1.1,0.3,0.1,0.9,7.6
2023-24,Tre Jones,SAS,25.0,23.2,8.0,3.2,6.8,46.2,0.6,2.1,26.9,1.1,1.3,81.8,0.5,2.0,2.5,5.0,0.8,0.2,1.4,11.1
2023-24,Royce O'Neale,BKN,29.0,26.8,7.9,2.7,6.9,39.2,2.2,5.6,39.3,0.3,0.6,62.5,0.8,4.1,4.9,3.3,0.8,0.8,0.9,12.3
2023-24,Cedi Osman,SAS,29.0,18.4,7.9,2.9,6.4,45.9,1.2,3.4,36.0,0.8,1.2,67.6,0.4,1.9,2.3,1.8,0.4,0.2,0.6,8.1
2023-24,Kelly Olynyk,UTA,29.0,21.9,7.9,2.8,5.2,54.0,0.8,2.0,41.4,1.4,1.6,89.4,1.4,4.0,5.5,4.6,0.8,0.3,1.7,14.8
2023-24,Ziaire Williams,MEM,27.0,19.8,7.8,2.7,6.9,39.8,1.1,3.4,32.3,1.2,1.4,84.6,0.6,3.2,3.8,1.5,0.4,0.3,1.3,8.1
2023-24,Isaac Okoro,CLE,21.0,25.4,7.8,2.9,5.9,48.4,0.9,2.4,35.3,1.2,1.9,65.0,1.4,2.1,3.5,2.1,0.9,0.4,0.7,10.2
2023-24,Josh Hart,NYK,29.0,27.8,7.7,3.0,6.6,46.1,1.0,2.9,33.7,0.6,0.8,78.3,1.0,4.8,5.8,2.8,1.0,0.2,1.1,12.7
2023-24,Ayo Dosunmu,CHI,30.0,21.5,7.6,2.9,6.0,48.1,1.0,2.8,36.1,0.8,1.1,75.0,0.7,1.6,2.3,1.8,0.8,0.2,0.8,8.6
2023-24,Jabari Walker,POR,29.0,18.0,7.6,2.8,5.9,48.0,0.5,1.9,27.3,1.4,1.9,75.9,1.7,3.4,5.1,0.7,0.7,0.4,0.9,10.1
2023-24,Al Horford,BOS,25.0,26.5,7.5,2.8,6.1,46.7,1.4,3.9,37.1,0.4,0.4,100.0,1.6,5.6,7.1,2.8,0.4,1.0,0.9,14.8
2023-24,T.J. McConnell,IND,22.0,14.9,7.4,3.3,6.3,52.2,0.0,0.5,10.0,0.8,1.1,70.8,0.5,2.1,2.6,4.7,0.9,0.1,1.1,11.3
2023-24,Marcus Sasser,DET,29.0,16.2,7.3,2.8,5.9,47.6,1.2,2.8,41.5,0.6,0.7,89.5,0.1,1.5,1.7,2.3,0.6,0.2,0.9,8.1
2023-24,Isaiah Jackson,IND,21.0,14.5,7.3,3.0,4.4,66.7,0.0,0.1,0.0,1.4,2.0,73.2,1.7,2.9,4.6,0.9,0.6,1.5,0.5,12.3
2023-24,Payton Pritchard,BOS,29.0,20.3,7.3,2.6,6.2,41.9,1.7,4.1,40.0,0.4,0.6,72.2,0.9,2.2,3.1,2.8,0.4,0.1,0.5,9.4
2023-24,Gary Harris,ORL,24.0,22.6,7.3,2.5,5.7,43.4,1.3,3.9,34.4,1.0,1.3,80.0,0.5,1.2,1.7,1.9,0.9,0.2,0.5,8.0
2023-24,Danilo Gallinari,WAS,25.0,15.2,7.2,2.3,5.2,44.2,0.8,2.5,31.7,1.9,2.2,83.9,0.5,2.5,3.0,1.2,0.2,0.1,0.5,8.1
2023-24,Aaron Holiday,HOU,26.0,18.3,7.2,2.7,5.7,46.3,1.3,3.1,43.2,0.6,0.7,88.2,0.3,1.7,1.9,1.6,0.5,0.1,0.7,7.6
2023-24,Goga Bitadze,ORL,26.0,20.3,7.2,2.9,4.8,60.5,0.0,0.2,20.0,1.4,2.0,71.2,2.3,3.8,6.1,1.8,0.7,1.6,0.8,14.2
2023-24,Ochai Agbaji,UTA,31.0,21.5,7.2,2.8,5.9,47.0,1.3,3.4,38.1,0.3,0.4,83.3,0.9,1.8,2.6,1.0,0.7,0.5,0.7,8.2
2023-24,Day'Ron Sharpe,BKN,30.0,16.2,7.1,2.8,5.1,55.6,0.0,0.2,0.0,1.4,2.3,60.0,2.8,4.3,7.1,1.3,0.5,0.9,1.1,12.6
2023-24,Cam Reddish,LAL,26.0,24.7,7.0,2.5,6.2,39.8,0.8,2.8,30.1,1.3,1.5,86.8,0.6,2.0,2.7,1.5,1.4,0.3,0.7,8.2
2023-24,Toumani Camara,POR,29.0,24.8,7.0,2.6,6.2,42.0,0.8,2.8,29.6,0.9,1.3,69.2,1.9,2.7,4.6,1.0,1.0,0.5,1.0,8.9
2023-24,Kyle Anderson,MIN,29.0,23.2,6.9,2.7,5.8,46.2,0.1,0.8,9.1,1.5,2.1,71.7,0.7,2.7,3.4,3.9,0.8,0.8,1.5,10.6
2023-24,Jaden Hardy,DAL,26.0,13.9,6.8,2.4,6.8,35.8,1.2,3.4,34.1,0.8,1.3,66.7,0.3,1.6,1.9,1.5,0.4,0.0,0.7,5.2
2023-24,Nickeil Alexander-Walker,MIN,29.0,23.0,6.8,2.5,6.0,42.0,1.4,3.9,36.3,0.4,0.6,64.7,0.4,1.4,1.9,2.4,0.9,0.6,1.0,7.9
2023-24,Cason Wallace,OKC,28.0,21.9,6.8,2.7,4.9,55.1,1.0,2.3,45.3,0.4,0.5,80.0,0.5,1.6,2.1,1.5,0.6,0.4,0.5,8.7
2023-24,Christian Wood,LAL,26.0,18.8,6.8,2.4,5.2,46.3,0.7,2.3,27.9,1.3,2.1,61.8,0.9,4.6,5.5,0.9,0.2,0.6,1.2,9.2
2023-24,Andre Drummond,CHI,32.0,14.3,6.8,2.7,5.0,54.1,0.0,0.0,0.0,1.4,2.3,61.6,3.0,4.3,7.4,0.6,1.2,0.4,1.0,12.1
2023-24,Jeff Green,HOU,27.0,15.4,6.6,2.1,3.7,56.6,0.3,1.0,32.1,2.1,2.5,83.8,0.7,1.4,2.1,0.7,0.1,0.4,0.7,7.3
2023-24,Chris Boucher,TOR,26.0,14.1,6.5,2.2,4.7,46.3,0.7,1.8,35.4,1.5,1.9,76.0,1.2,2.5,3.7,0.3,0.3,0.6,0.5,8.1
2023-24,Jonathan Isaac,ORL,21.0,13.6,6.4,2.3,5.0,45.3,0.6,2.2,27.7,1.2,1.5,78.1,1.1,3.0,4.1,0.3,0.9,1.2,0.6,9.2
2023-24,Isaiah Hartenstein,NYK,29.0,21.4,6.3,2.5,4.1,60.5,0.0,0.1,33.3,1.3,2.0,66.7,3.2,3.6,6.8,1.4,0.8,0.9,0.9,13.1
2023-24,Josh Okogie,PHX,24.0,21.0,6.3,1.9,4.7,39.8,0.6,2.3,25.9,2.0,2.6,75.8,1.6,1.7,3.3,1.2,1.0,0.5,0.8,8.0
2023-24,Terance Mann,LAC,24.0,26.2,6.3,2.5,6.3,38.8,0.6,3.0,21.1,0.7,1.0,70.8,1.0,2.3,3.3,2.0,0.7,0.4,0.7,7.8
2023-24,Dyson Daniels,NOP,31.0,23.2,6.2,2.4,5.8,40.9,0.7,2.5,26.6,0.8,1.2,66.7,1.0,3.0,4.0,2.7,1.4,0.3,1.0,9.8
2023-24,Quentin Grimes,NYK,27.0,21.1,6.2,2.3,5.9,38.1,1.6,4.5,36.1,0.1,0.2,33.3,0.2,1.1,1.3,1.1,0.7,0.0,0.4,5.1
2023-24,Mitchell Robinson,NYK,21.0,29.2,6.2,2.8,4.7,59.2,0.0,0.0,0.0,0.7,1.8,36.8,5.3,5.0,10.3,0.7,1.5,1.3,1.0,16.0
2023-24,Drew Eubanks,PHX,28.0,17.0,6.2,2.5,4.2,59.3,0.1,0.1,100.0,1.1,1.3,83.8,1.4,3.0,4.4,1.1,0.4,1.0,1.2,9.9
2023-24,Torrey Craig,CHI,27.0,21.2,6.1,2.2,5.1,42.4,1.1,2.8,38.2,0.7,0.9,78.3,1.9,3.0,4.8,1.0,0.6,0.4,0.6,9.2
2023-24,Cameron Payne,MIL,30.0,16.1,6.1,2.2,4.8,45.5,1.1,2.8,38.6,0.6,0.7,90.5,0.0,1.1,1.1,2.4,0.3,0.1,0.8,6.6
2023-24,Trendon Watford,BKN,21.0,13.4,6.1,2.5,4.8,52.5,0.3,0.9,31.6,0.8,0.9,88.9,0.9,2.4,3.3,1.8,0.4,0.3,1.0,8.6
2023-24,Matisse Thybulle,POR,29.0,23.3,6.1,2.1,4.8,44.3,1.5,3.8,39.6,0.3,0.3,80.0,0.5,1.7,2.2,1.2,1.7,0.9,0.7,8.6
2023-24,Bismack Biyombo,MEM,23.0,24.5,6.0,2.6,4.4,57.8,0.0,0.0,0.0,0.9,1.9,47.7,2.2,4.4,6.6,1.8,0.3,1.1,1.2,11.9
2023-24,Jordan Goodwin,PHX,29.0,17.9,6.0,2.2,6.0,36.8,0.8,2.7,29.9,0.8,0.9,85.2,1.3,2.7,3.9,2.5,0.7,0.3,0.9,8.6
2023-24,Dean Wade,CLE,23.0,21.9,6.0,2.0,4.6,42.5,1.6,4.0,39.1,0.5,0.6,78.6,1.2,3.5,4.7,0.9,0.9,0.3,0.5,9.6
2023-24,Julian Champagnie,SAS,22.0,13.7,5.9,2.0,4.6,43.1,1.5,3.4,42.7,0.5,0.6,76.9,0.3,1.5,1.8,0.8,0.5,0.6,0.6,6.1
2023-24,Julian Strawther,DEN,29.0,13.8,5.9,2.1,5.6,38.3,1.2,3.5,33.7,0.4,0.7,68.4,0.1,1.4,1.5,1.1,0.5,0.2,0.3,5.2
2023-24,Peyton Watson,DEN,30.0,17.0,5.9,2.3,4.5,52.2,0.4,1.3,34.2,0.8,1.2,62.2,0.6,1.9,2.5,1.0,0.5,0.9,0.6,7.5
2023-24,Anthony Black,ORL,27.0,20.4,5.7,2.2,4.1,52.7,0.6,1.5,36.6,0.8,1.3,62.9,0.6,2.0,2.6,1.7,0.6,0.4,1.1,7.5
2023-24,Pat Connaughton,MIL,24.0,22.1,5.7,2.1,5.0,41.7,1.1,3.4,32.1,0.5,0.6,73.3,0.8,3.1,4.0,2.0,0.5,0.2,0.6,8.6
2023-24,Doug McDermott,SAS,27.0,15.7,5.7,1.9,4.5,42.6,1.5,3.5,43.2,0.3,0.4,66.7,0.1,0.9,1.1,1.5,0.3,0.1,0.5,5.4
2023-24,Marcus Morris Sr.,PHI,21.0,14.4,5.5,2.1,4.3,48.9,1.0,2.0,50.0,0.3,0.3,100.0,0.4,2.1,2.5,0.8,0.3,0.3,0.3,7.0
2023-24,Vince Williams Jr.,MEM,21.0,20.6,5.5,1.7,4.1,40.7,1.1,3.2,35.3,1.0,1.3,81.5,0.9,3.9,4.8,1.5,0.6,0.7,0.9,9.5
2023-24,Jevon Carter,CHI,32.0,14.5,5.4,2.1,5.5,37.7,1.3,3.5,35.4,0.1,0.1,66.7,0.1,0.6,0.7,1.2,0.5,0.3,0.6,4.1
2023-24,Sasha Vezenkov,SAC,26.0,13.3,5.3,2.0,4.7,42.6,1.1,3.0,36.7,0.2,0.3,75.0,0.8,1.9,2.7,0.5,0.5,0.2,0.3,6.1
2023-24,Kevon Looney,GSW,30.0,21.4,5.3,2.2,3.9,56.8,0.0,0.0,0.0,0.9,1.2,72.2,2.6,5.1,7.8,2.7,0.7,0.3,0.9,13.8
2023-24,Shake Milton,MIN,27.0,14.9,5.3,1.8,4.7,37.8,0.4,1.7,25.5,1.3,1.6,83.7,0.2,1.4,1.6,1.5,0.5,0.1,0.9,4.9
2023-24,Bryce McGowens,CHA,23.0,17.7,5.3,1.8,4.0,45.1,0.7,2.0,37.8,1.0,1.3,75.9,0.3,1.6,2.0,0.8,0.3,0.1,0.6,5.5
2023-24,Kris Dunn,UTA,23.0,15.9,5.3,2.1,4.7,45.8,0.5,1.4,36.4,0.5,0.7,68.8,0.6,2.3,2.9,3.7,0.6,0.2,1.3,8.5
2023-24,Keita Bates-Diop,PHX,22.0,17.6,5.2,1.9,4.7,39.8,0.5,1.8,25.0,1.0,1.5,71.9,0.9,2.2,3.1,0.9,0.5,0.7,0.3,6.9
2023-24,Malachi Flynn,TOR,29.0,16.0,5.2,1.9,4.6,40.3,0.9,2.7,33.8,0.6,0.8,77.3,0.4,1.8,2.2,2.5,0.6,0.2,1.1,6.7
2023-24,Troy Brown Jr.,MIN,25.0,13.8,5.2,1.7,3.8,45.3,1.0,2.6,37.9,0.8,0.9,86.4,0.5,1.9,2.4,1.0,0.2,0.1,0.6,6.2
2023-24,Nassir Little,PHX,22.0,15.6,5.1,1.9,3.9,48.2,0.7,2.1,34.0,0.7,0.8,83.3,0.6,1.8,2.5,0.7,0.5,0.4,0.5,6.5
2023-24,Paul Reed,PHI,29.0,13.8,4.9,2.1,3.7,57.9,0.1,0.4,30.8,0.5,0.7,75.0,1.7,2.6,4.3,1.1,0.5,0.6,0.9,8.8
2023-24,Aaron Wiggins,OKC,26.0,12.2,4.9,1.8,3.2,58.5,0.5,1.0,48.1,0.7,1.0,72.0,0.6,1.7,2.3,0.7,0.4,0.0,0.5,6.2
2023-24,Joe Ingles,ORL,24.0,18.2,4.9,1.6,3.9,40.4,1.0,2.5,40.7,0.7,0.8,89.5,0.5,2.3,2.8,3.4,0.8,0.1,0.8,8.7
2023-24,Jae'Sean Tate,HOU,26.0,17.4,4.8,1.9,4.1,46.7,0.5,1.7,32.6,0.4,0.6,68.8,1.0,2.5,3.5,1.0,0.8,0.2,0.5,7.5
2023-24,Patrick Beverley,PHI,28.0,17.1,4.8,1.7,4.0,42.3,0.6,2.1,31.0,0.8,1.1,70.0,0.7,2.1,2.8,2.2,0.5,0.3,0.7,7.2
2023-24,JaVale McGee,SAC,26.0,8.6,4.7,2.1,3.1,66.7,0.0,0.0,0.0,0.6,1.0,55.6,1.0,1.9,2.9,0.5,0.2,0.6,1.0,6.5
2023-24,MarJon Beauchamp,MIL,26.0,15.1,4.7,1.8,3.6,48.9,0.7,1.6,43.9,0.4,0.7,61.1,0.5,1.8,2.4,0.7,0.3,0.2,0.7,5.3
2023-24,Robert Covington,PHI,26.0,17.5,4.5,1.5,3.5,43.3,0.7,2.0,35.8,0.8,0.9,87.5,1.1,2.4,3.5,0.8,1.3,0.7,0.4,8.4
2023-24,Dwight Powell,DAL,27.0,14.5,4.5,1.4,2.0,73.6,0.0,0.1,50.0,1.6,2.0,81.1,1.4,1.8,3.2,1.3,0.4,0.4,0.4,8.4
2023-24,Max Christie,LAL,22.0,16.5,4.3,1.6,4.2,38.7,0.6,2.0,30.2,0.5,0.6,71.4,0.1,2.3,2.5,1.0,0.4,0.2,0.7,4.9
2023-24,Keon Ellis,SAC,22.0,13.6,4.1,1.3,3.2,40.8,1.0,2.7,35.0,0.5,0.8,64.7,0.3,1.1,1.5,1.5,0.6,0.5,0.6,5.4
2023-24,Seth Curry,DAL,23.0,12.0,4.1,1.4,3.9,36.7,0.8,2.1,38.8,0.4,0.4,90.0,0.5,1.0,1.5,0.8,0.6,0.1,0.3,4.2
2023-24,Jaylin Williams,OKC,23.0,12.1,3.9,1.3,3.3,39.5,0.7,2.0,36.2,0.6,0.6,92.9,0.5,2.7,3.2,1.3,0.3,0.1,0.4,6.4
2023-24,Davion Mitchell,SAC,22.0,13.0,3.6,1.3,3.9,34.1,0.5,2.1,25.5,0.5,0.6,76.9,0.1,0.8,0.9,2.0,0.2,0.1,0.6,3.5
2023-24,Ish Smith,CHA,22.0,16.6,3.6,1.7,3.4,51.4,0.1,0.2,50.0,0.1,0.1,100.0,0.3,1.2,1.5,3.0,0.3,0.1,1.3,5.6
2023-24,Zeke Nnaji,DEN,26.0,10.4,3.6,1.3,2.7,49.3,0.2,0.4,36.4,0.8,1.3,62.9,1.3,1.1,2.4,0.5,0.2,0.7,0.6,5.0
2023-24,Chris Duarte,SAC,26.0,12.0,3.6,1.2,3.3,36.8,0.6,2.0,29.4,0.5,0.7,77.8,0.2,1.5,1.8,0.7,0.6,0.1,0.5,4.0
2023-24,Tristan Thompson,CLE,25.0,11.2,3.5,1.6,2.2,70.9,0.0,0.0,0.0,0.4,1.0,36.0,1.7,1.9,3.6,0.9,0.2,0.3,0.4,6.8
2023-24,John Konchar,MEM,23.0,17.7,3.4,1.2,3.3,37.3,0.7,2.2,34.0,0.3,0.3,75.0,1.0,3.1,4.2,1.4,0.7,0.7,0.5,7.9
2023-24,JT Thor,CHA,23.0,15.7,3.2,1.3,3.4,37.2,0.5,1.8,29.3,0.1,0.3,42.9,0.8,1.7,2.5,0.4,0.3,0.4,0.3,4.2
2023-24,Jaxson Hayes,LAL,28.0,10.6,2.9,1.2,1.8,66.0,0.0,0.1,0.0,0.5,1.0,53.6,0.5,1.4,1.9,0.4,0.2,0.4,0.6,4.1
2023-24,Andre Jackson Jr.,MIL,24.0,10.5,2.7,1.0,1.9,55.6,0.5,1.0,44.0,0.1,0.2,75.0,0.9,0.9,1.8,1.0,0.3,0.0,0.5,4.3
2023-24,Cody Zeller,NOP,23.0,9.6,1.8,0.6,1.7,33.3,0.0,0.0,0.0,0.7,1.1,57.7,1.2,1.8,3.0,1.1,0.2,0.1,0.3,4.2
2023-24,Kessler Edwards,SAC,24.0,5.0,1.4,0.5,1.3,40.6,0.3,0.8,35.0,0.0,0.1,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.0,1.7
